id,funding_project_number,funding_project,project_id,funding_source,responsible_party_name,consultant_name,assessment_date,stream_crossing_id,assessment_id,external_crossing_reference,crew_members,utm_zone,utm_easting,utm_northing,location_confidence_ind,stream_name,road_name,road_km_mark,road_tenure,crossing_type_code,crossing_type_desc,crossing_subtype_code,crossing_subtype_desc,diameter_or_span,length_or_width,continuous_embeddedment_ind,average_depth_embededdment,resemble_channel_ind,backwatered_ind,percentage_backwatered,fill_depth,outlet_drop,outlet_pool_depth,inlet_drop_ind,culvert_slope,downstream_channel_width,stream_slope,beaver_activity_ind,fish_observed_ind,valley_fill_code,valley_fill_code_desc,habitat_value_code,habitat_value_desc,stream_width_ratio,stream_width_ratio_score,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,final_score,barrier_result_code,barrier_result_description,crossing_fix_code,crossing_fix_desc,recommended_diameter_or_span,assessment_comment,ecocat_url,image_view_url,current_pscis_status,current_crossing_type_code,current_crossing_type_desc,current_crossing_subtype_code,current_crossing_subtype_desc,current_barrier_result_code,current_barrier_description,feature_code,objectid,se_anno_cad_data,ogc_fid,study_area,geom
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a79,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62155,62295,FORD056,BM-KN,11,656408,5552169,Y,Fording River,Fording River Road,115,Railway,CBS,Closed Bottom Structure,ROUND,Round Culvert,1.2,14.2,N,NA,N,N,NA,2,0,0,N,2,0.9,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.75,0,0,10,0,5,15,POTENTIAL,Potential barrier,SS-CBS,Replace structure with streambed simulation CBS,0.9,Dry at time of assessment. Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62295,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018589,NA,11213,elk,"c(1796963.31098204, 628139.492633677)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a78,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62156,62296,FORD016,BM-KN,11,656338,5552104,Y,Fording River,Fording Highway,115,Highway,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,18,N,NA,N,N,NA,2,0,0,N,3,0.9,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1,3,3,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.9,Dry at time of assessment. Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62296,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018590,NA,11214,elk,"c(1796902.2390667, 628066.030482061)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a77,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62157,62297,FORD210,BM-KN,11,656624,5551971,Y,Fording River,Fording River Road,115,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,8.5,N,NA,N,N,NA,0.75,0.09,0,N,4,0.9,7,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1.5,6,0,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.9,Dry at time of assessment. Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62297,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018591,NA,11215,elk,"c(1797202.94720494, 627970.817604756)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a76,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62158,62298,FORD015,BM-KN,11,656467,5552204,Y,Fording River,Fording River Road,115,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.45,7.85,N,NA,N,N,NA,0.25,0.15,0,N,3,0.9,5,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2,6,0,10,5,10,31,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.9,Dry at time of assessment. Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62298,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018592,NA,11216,elk,"c(1797017.32671684, 628181.784711642)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a75,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62159,62299,FORD054,BM-KN,11,655997,5552885,Y,Chauncey Creek,Fording River Road,116,FSR,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNKNOWN,Unknown,NA,NA,NA,Ford at the mouth of Chauncey Creek should be replace by a bridge,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62299,ASSESSED,OTHER,"Other e.g. Ford, Deactivated",FORD,Ford,UNKNOWN,Unknown,NA,25018593,NA,11217,elk,"c(1796463.77604605, 628796.965196268)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a74,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-18,62161,62301,FORD212,BM-KN,11,655349,5554002,N,Fording River,Fording River Road,114,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.75,20,N,NA,N,N,NA,3,0,0,N,11,0.75,14,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,1,3,3,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.8,Very low habitat quality. Stream is channelized in ditch along the highway then enters into 2 successive culverts under FSR and under Highway,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62301,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018594,NA,11218,elk,"c(1795677.72275364, 629821.803673886)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a73,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62162,62302,FORD067,JB-TF,11,657123,5545827,Y,Fording River Tributary,Fording River Road,109,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,9,Y,0.18,Y,N,NA,0.5,0,0,N,5,0.5,15,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,0.833,0,0,5,0,10,15,POTENTIAL,Potential barrier,BW,Install downstream weir(s) to backwater CBS,0.5,Dry channel. Overflow culvert present.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62302,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018595,NA,11219,elk,"c(1798486.87706287, 621940.643640007)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a72,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62163,62303,FORD072,JB-TF,11,656929,5545366,Y,Fording River Tributary,Ewin Creek Road,108,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.3,11,N,NA,N,N,NA,0.7,0,0,N,8,0.2,10,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.667,0,0,10,0,10,20,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.3,Dry at time of assessment. Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62303,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018596,NA,11220,elk,"c(1798353.68097388, 621458.482084922)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a70,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62165,62305,FORD083,JB-TF,11,655825,5543397,Y,Fording River Tributary,Ewin Creek Spur,106.5,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.9,12.6,N,NA,N,N,NA,1,0.2,0,N,9,0.2,9,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.222,0,0,10,5,10,25,BARRIER,Barrier,RM,Remove / Deactivate Crossing,NA,Removal suggested due to road deactivation.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62305,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018598,NA,11221,elk,"c(1797511.62715106, 619363.747230416)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6f,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62166,62306,FORD080,JB-TF,11,655892,5543544,Y,Fording River Tributary,Ewin Creek Spur,106.5,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,12,N,NA,N,N,NA,0.9,0,0,N,1,0.5,2,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.833,0,0,10,0,5,15,POTENTIAL,Potential barrier,RM,Remove / Deactivate Crossing,NA,Removal suggested due to road deactivation.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62306,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018599,NA,11222,elk,"c(1797559.19902366, 619518.153530335)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6e,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62167,62307,FORD081,JB-TF,11,655241,5543558,Y,Fording River Tributary,Fording River Road,99,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.5,15.3,N,NA,N,N,NA,0.7,0,0,N,0.5,1.1,1,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,2.2,6,3,10,0,0,19,POTENTIAL,Potential barrier,SS-CBS,Replace structure with streambed simulation CBS,1.2,Good rearing habitat available. Good candidate for restoration work.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62307,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018600,NA,11223,elk,"c(1796911.74232388, 619448.443231167)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6d,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62168,62308,FORD066,JB-TF,11,657207,5546032,Y,Fording River Tributary,Ewin Creek Road,109,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.6,9,Y,0.2,Y,N,NA,0.4,0,0,N,3,0.5,17,N,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,0.833,0,0,5,0,10,15,POTENTIAL,Potential barrier,SS-CBS,Replace structure with streambed simulation CBS,0.6,Culvert is passable,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62308,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018601,NA,11224,elk,"c(1798543.85613301, 622154.764533031)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6c,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62169,62309,FORD060,JB-TF,11,657263,5546928,Y,Fording River Tributary,Ewin Creek Road,110,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,12,N,NA,N,N,NA,1.3,0,0,N,8,0.1,10,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.25,0,0,10,0,10,20,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.4,Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62309,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018602,NA,11225,elk,"c(1798484.31809197, 623050.673589873)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6b,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62170,62310,FORD091,JB-TF,11,653561,5529589,Y,Fording River Tributary,Line Creek Road,0,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,11.2,Y,0.24,Y,N,NA,0.3,1,0,N,0.5,0.3,1,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.75,0,0,5,10,0,15,POTENTIAL,Potential barrier,EM,Add substrate to further imbed the CBS,0.4,Very low habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62310,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018603,NA,11226,elk,"c(1797039.31093991, 605378.463362599)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a6a,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62172,62312,FORD202,JB-TF,11,654040,5534556,Y,Fording River,Line Creek Road,90,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,28.48,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,NA,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62312,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018604,NA,11227,elk,"c(1796876.56901199, 610365.948116843)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a69,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62173,62313,FORD201,BM-KN,11,653010,5528893,Y,Fording River,Fording River Road,82,FSR,OBS,Open Bottom Structure,BRIDGE,Bridge,48.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,Some damages on running surface,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62313,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018605,NA,11228,elk,"c(1796582.12727449, 604617.450401111)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a68,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62174,62314,FORD204,BM-KN,11,654022,5537630,Y,Fording River Tributary,Line Creek Road,93,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,12.1,N,NA,N,N,NA,1,0,0,N,14,0.8,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2,6,0,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.9,Stream is channelized in the ditch. Very poor habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62314,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018606,NA,11229,elk,"c(1796463.95890386, 613412.365014509)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a67,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62175,62315,FORD203,BM-KN,11,654176,5536504,Y,Fording River Tributary,Line Creek Road,92,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,9.4,N,NA,N,N,NA,1,0.75,0,N,11,1,11,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2.5,6,0,10,10,10,36,BARRIER,Barrier,OBS,Replace with new open bottom structure,2,Some rearing potential. Crossing is in Fording River flood plain.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62315,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018607,NA,11230,elk,"c(1796761.30383603, 612315.388552894)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a66,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62176,62316,FORD206,BM-KN,11,655182,5543755,Y,Fording River,Fording River Highway,0,Highway,OBS,Open Bottom Structure,BRIDGE,Bridge,45,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,NA,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62316,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018608,NA,11231,elk,"c(1796827.92715395, 619636.261474199)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a65,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62177,62317,FORD207,BM-KN,11,655150,5543724,Y,Fording River,Fording River Highway,0,CPR,OBS,Open Bottom Structure,BRIDGE,Bridge,50.8,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PASSABLE,Passable - No barrier,NA,NA,NA,NA,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62317,ASSESSED,OBS,Open Bottom Structure,BRIDGE,Bridge,PASSABLE,Passable - No barrier,NA,25018609,NA,11232,elk,"c(1796800.17082554, 619601.405836235)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a64,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62178,62318,FORD205,BM-KN,11,653830,5538569,Y,Fording River,Line Road,93,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,12,N,NA,N,N,NA,1,0.14,0,N,12,1,3,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,2.5,6,0,10,0,10,26,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,1,Very poor habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62318,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018610,NA,11233,elk,"c(1796152.94089652, 614319.008465524)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a63,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62179,62319,FORD208,BM-KN,11,655210,5543890,Y,Fording River Tributary,Fording River Highway,0,Mine,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,11.2,Y,0.2,Y,Y,100,0.6,0,0,N,4,1,0,Y,N,DF,Deep Fill - No or little bedrock showing on stream,MEDIUM,Medium habitat value,2.5,6,0,5,0,10,21,BARRIER,Barrier,OBS,Replace with new open bottom structure,2,"Culvert drains two impounded areas in Fording River Flood Plain, with excellent overwintering habitat. Fish bearing status is unknown. Good candidate for restoration work.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62319,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018611,NA,11234,elk,"c(1796838.36096414, 619773.757926338)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a62,PD13TFE006,Fish Passage Assessments in the Rocky Mountain Forest District,841,LBIS,TIMBER SALES MANAGER KOOTENAY,VAST RESOURCE SOLUTIONS INC.,2012-10-15,62180,62320,FORD075,JB-TF,11,656695,5545110,Y,Dry Creek Tributary,Dry Creek FSR,108,FSR,CBS,Closed Bottom Structure,ROUND,Round Culvert,0.4,12,N,NA,N,N,NA,1.4,0,0,N,11,0.1,8,N,N,DF,Deep Fill - No or little bedrock showing on stream,LOW,Low habitat value,0.25,0,0,10,0,10,20,BARRIER,Barrier,SS-CBS,Replace structure with streambed simulation CBS,0.4,Very poor habitat quality.,http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS841]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=62320,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,BARRIER,Barrier,NA,25018612,NA,11235,elk,"c(1798154.48388713, 621174.515837805)"
WHSE_FISH.PSCIS_ASSESSMENT_SVW.fid--59fa3e92_176925ed2e0_-7a61,PD15TFE010_RA,East Kootenay Area,3520,LBIS,TIMBER SALES MANAGER KOOTENAY,MASSE ENVIRONMENTAL CONSULTANTS LTD.,2014-10-05,62181,198203,FORD213,"SM, TS, JR",11,656409,5544755,Y,Dry Creek,Fording Highway,0,RLWY,CBS,Closed Bottom Structure,ROUND,Round Culvert,3.4,15.8,Y,0.1,N,Y,20,2,0,0,Y,1,4.5,2,N,N,DF,Deep Fill - No or little bedrock showing on stream,HIGH,High habitat value,1.324,6,3,5,0,5,19,POTENTIAL,Potential barrier,RM,Remove / Deactivate Crossing,NA,"Twin culvert at railway with one culvert embedded and passable to fish. Not recommended for replacement at the moment, but due to the changes in substrate movement from year to year, culverts should be reassessed every 5-10 years to ensure they continue to provide fish passage.",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3520]&searchKeyType=searchAll&sortColumn=title,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198203,ASSESSED,CBS,Closed Bottom Structure,ROUND,Round Culvert,POTENTIAL,Potential barrier,NA,25018613,NA,11236,elk,"c(1797916.4277416, 620785.679463592)"
