fish_observation_point_id,gradient,stream_order,upstream_area_ha,channel_width,species_code,elevation
293264,0.0586,2,158.1864,1.97,DV,1069
260366,0.1597,5,2520.5456,7.59,CO,273
260366,0.0695,5,2520.5456,7.59,CO,273
260368,0.1597,5,2520.5456,7.59,RB,273
260368,0.0695,5,2520.5456,7.59,RB,273
277520,0.068,3,1132.3607,5.88,DV,1108
277510,0.0601,3,427.6971,3.31,CO,548
277510,0.0449,3,427.6971,3.31,CO,548
277511,0.0601,3,427.6971,3.31,DV,548
277511,0.0449,3,427.6971,3.31,DV,548
282306,0,8,1213971.7035,29.49,CH,215
282306,0,8,1213971.7035,29.49,CH,215
282310,0,8,1213971.7035,29.49,RB,215
282310,0,8,1213971.7035,29.49,RB,215
234889,0.0287,6,75598.343,15.77,CO,517
234889,0.0113,6,75598.343,15.77,CO,517
277263,0.083,2,428.5376,7.94,RB,904
243014,0.1125,4,2912.1592,5.63,CO,215
275336,0.0408,4,2912.1592,5.63,PK,226
288308,0.0604,4,2861.4676,5.1,CO,283
288308,0.0483,4,2861.4676,5.1,CO,283
267943,0.0345,4,2861.4676,5.1,ST,293
30094,0.0853,3,397.8833,3.56,DV,801
30095,0.1478,3,397.8833,3.56,DV,830
212389,0.0153,3,2745.0141,22.8,DV,839
231193,0.0344,5,4126.0268,8.34,DV,889
231193,0.0296,5,4126.0268,8.34,DV,889
212377,0.0851,2,186.6765,5.69,RB,733
234834,0,3,518.9495,NA,CO,718
234834,0,3,518.9495,NA,CO,718
212386,0.0642,1,NA,NA,DV,778
212385,0.064,2,73.6051,2.4,DV,750
260400,0.021,4,9571.5821,8.37,DV,535
260400,0.0101,4,9571.5821,8.37,DV,535
260401,0.021,4,9571.5821,8.37,PK,535
260401,0.0101,4,9571.5821,8.37,PK,535
233355,0,1,NA,NA,CT,642
233356,0,1,NA,NA,DV,642
233359,0,1,NA,NA,RB,642
231205,0.0177,6,22470.3304,32.5,ST,725
231205,0.0276,6,22470.3304,32.5,ST,725
212415,0.019,2,357.4026,1.88,CT,611
192499,0.0055,8,713190.5149,26.98,ST,534
192499,0.0054,8,713190.5149,26.98,ST,534
260390,0,5,11192.7566,NA,DV,723
260390,0.0037,5,11192.7566,NA,DV,723
30119,0.109,1,NA,NA,DV,990
276408,0.0744,3,1203.194,0.9,RB,918
231198,0.0744,3,1203.194,0.9,DV,940
277773,0.1026,2,199.7107,2,CT,685
30138,0.1364,1,NA,NA,DV,889
282390,3e-4,8,705853.9842,26.92,CO,547
282390,9e-4,8,705853.9842,26.92,CO,547
212374,0.0257,4,2767.6629,14.2,DV,1045
212367,0.2481,2,57.7851,1.65,RB,905
52491,0.0354,2,334.9768,2.25,CT,1275
276543,0.1045,2,189.98,3.3,DV,1067
231209,0.0387,3,2824.1368,3.68,CT,548
231199,0.0597,3,816.6905,6.5,DV,1234
231341,0.0301,5,11293.8171,8.99,ST,697
4943,0,1,NA,NA,CT,1068
52489,0.0667,3,923.2504,3.9,RB,1013
288257,0.0179,5,9402.5978,8.33,RB,638
288258,0.0179,5,9402.5978,8.33,ST,638
292631,0.0327,4,4351.6778,5.58,CH,656
292631,0.0327,4,4351.6778,5.58,CH,656
292632,0.0327,4,4351.6778,5.58,CO,656
292632,0.0327,4,4351.6778,5.58,CO,656
292638,0.0327,4,4351.6778,5.58,RB,656
292638,0.0327,4,4351.6778,5.58,RB,656
292639,0.0327,4,4351.6778,5.58,ST,656
292639,0.0327,4,4351.6778,5.58,ST,656
292641,0.0327,4,4351.6778,5.58,CO,656
292641,0.0327,4,4351.6778,5.58,CO,656
288203,0,5,11464.7546,8.83,CO,638
288203,0,5,11464.7546,8.83,CO,638
288206,0,5,11464.7546,8.83,RB,638
288206,0,5,11464.7546,8.83,RB,638
231346,0,5,11464.7546,8.83,RB,638
231346,0,5,11464.7546,8.83,RB,638
288068,0,5,11464.7546,8.83,CH,638
288068,0,5,11464.7546,8.83,CH,638
288251,0.0311,5,11424.797,8.8,CH,631
288252,0.0311,5,11424.797,8.8,CO,631
288169,0.0163,5,11424.797,8.8,CO,634
231335,0.0364,5,11424.797,8.8,CO,628
231336,0.0364,5,11424.797,8.8,CO,628
292619,0.0364,5,11424.797,8.8,ST,628
292620,0.0364,5,11424.797,8.8,CH,628
292624,0.0364,5,11424.797,8.8,ST,628
234605,0.0056,6,111602.4853,16.67,CH,646
234605,0.0035,6,111602.4853,16.67,CH,646
232916,0.0109,6,18212.2625,12.4,CT,943
282395,0.0043,8,700954.7954,26.87,CH,549
282395,5e-4,8,700954.7954,26.87,CH,549
288209,0,6,134994.2124,17.73,CO,628
288210,0,6,134994.2124,17.73,CT,628
288218,0,6,134994.2124,17.73,CH,628
288218,0,6,134994.2124,17.73,CH,628
288220,0,6,134994.2124,17.73,CT,628
288220,0,6,134994.2124,17.73,CT,628
292528,0,6,134994.2124,17.73,RB,628
292528,0,6,134994.2124,17.73,RB,628
4926,0,3,876.684,NA,RB,805
233362,0,3,876.684,NA,DV,805
231353,0.0074,5,16126.3149,9.58,DV,659
231353,0.0082,5,16126.3149,9.58,DV,659
231354,0.0074,5,16126.3149,9.58,RB,659
231354,0.0082,5,16126.3149,9.58,RB,659
231355,0.0074,5,16126.3149,9.58,ST,659
231355,0.0082,5,16126.3149,9.58,ST,659
292439,0.0074,5,16126.3149,9.58,CO,659
292439,0.0082,5,16126.3149,9.58,CO,659
292649,0.0074,5,16126.3149,9.58,DV,659
292649,0.0082,5,16126.3149,9.58,DV,659
288318,7e-4,5,16126.3149,9.58,ST,661
288318,0.0019,5,16126.3149,9.58,ST,661
261650,0.0169,5,16126.3149,9.58,RB,673
261650,0.0059,5,16126.3149,9.58,RB,673
261651,0.0169,5,16126.3149,9.58,RB,673
261651,0.0059,5,16126.3149,9.58,RB,673
288268,0.0059,5,16126.3149,9.58,CO,674
288268,0.004,5,16126.3149,9.58,CO,674
288269,0.0059,5,16126.3149,9.58,RB,674
288269,0.004,5,16126.3149,9.58,RB,674
288215,0,6,88163.1748,NA,CT,659
288215,0,6,88163.1748,NA,CT,659
292541,0,6,88163.1748,NA,CO,659
292541,0,6,88163.1748,NA,CO,659
292542,0,6,88163.1748,NA,CT,659
292542,0,6,88163.1748,NA,CT,659
292543,0,6,88163.1748,NA,DV,659
292543,0,6,88163.1748,NA,DV,659
276241,0.0601,3,2103.886,30,DV,863
6457,0,2,302.3143,NA,RB,929
314464,0,2,302.3143,NA,RB,929
319803,0,2,302.3143,NA,RB,929
324118,0,2,302.3143,NA,CT,929
331608,0,2,302.3143,NA,CT,929
337013,0,2,302.3143,NA,RB,929
356653,0,2,302.3143,NA,CT,929
376457,0,2,302.3143,NA,CT,929
282404,0.0011,8,694954.3462,26.84,RB,553
212392,0.0559,2,91.1756,2.37,DV,848
52482,0.0215,4,1894.4877,6.74,RB,846
52481,0.0258,5,6491.1871,6.7,RB,782
52481,0.0216,5,6491.1871,6.7,RB,782
308,0,2,428.2039,NA,CT,803
310,0,2,428.2039,NA,RB,803
5343,0,2,428.2039,NA,CT,803
233368,0,2,428.2039,NA,RB,803
318539,0,2,428.2039,NA,RB,803
332433,0,2,428.2039,NA,RB,803
333735,0,2,428.2039,NA,CT,803
335407,0,2,428.2039,NA,RB,803
337309,0,2,428.2039,NA,RB,803
342018,0,2,428.2039,NA,RB,803
343235,0,2,428.2039,NA,RB,803
344097,0,2,428.2039,NA,RB,803
344926,0,2,428.2039,NA,CT,803
347418,0,2,428.2039,NA,RB,803
348383,0,2,428.2039,NA,CT,803
349089,0,2,428.2039,NA,RB,803
353489,0,2,428.2039,NA,RB,803
356993,0,2,428.2039,NA,CT,803
372361,0,2,428.2039,NA,RB,803
288055,0,5,9712.6277,7.49,RB,684
69024,0.039,4,910.5086,2.83,RB,755
231359,0.0023,5,9465.6574,7.43,CO,689
231359,0.0098,5,9465.6574,7.43,CO,689
29251,0.0195,5,7929.8154,10.13,RB,614
5062,0,2,141.0716,NA,CT,792
233372,0,2,141.0716,NA,CT,792
318597,0,2,141.0716,NA,CT,792
318598,0,2,141.0716,NA,CT,792
323636,0,2,141.0716,NA,CT,792
325550,0,2,141.0716,NA,CT,792
338425,0,2,141.0716,NA,CT,792
339946,0,2,141.0716,NA,CT,792
343521,0,2,141.0716,NA,CT,792
345562,0,2,141.0716,NA,RB,792
353046,0,2,141.0716,NA,CT,792
354434,0,2,141.0716,NA,RB,792
361032,0,2,141.0716,NA,RB,792
375588,0,2,141.0716,NA,RB,792
29247,0.014,5,8562.397,17.2,CO,567
29247,0.0234,5,8562.397,17.2,CO,567
276255,0.001,3,1587.9763,NA,CT,1007
292612,0.0108,4,2453.4196,4.63,ST,607
292614,0.0108,4,2453.4196,4.63,CT,607
94731,0.0129,4,2453.4196,4.63,RB,608
94731,0.0108,4,2453.4196,4.63,RB,608
145864,0.0133,4,2453.4196,4.63,RB,609
288175,0.0307,4,2453.4196,4.63,CO,656
288175,0.0444,4,2453.4196,4.63,CO,656
288176,0.0307,4,2453.4196,4.63,RB,656
288176,0.0444,4,2453.4196,4.63,RB,656
231330,0.049,4,2453.4196,4.63,CO,662
231330,0.0444,4,2453.4196,4.63,CO,662
52326,0.0627,3,875.6988,3.08,RB,943
233631,0,4,14673.4957,8.9,CO,606
233636,0,4,14673.4957,8.9,RB,606
233637,0,4,14673.4957,8.9,ST,606
292601,0,4,14673.4957,8.9,CT,606
292602,0,4,14673.4957,8.9,RB,606
292605,0,4,14673.4957,8.9,RB,606
320201,0,1,NA,NA,RB,631
321831,0,1,NA,NA,RB,631
324469,0,1,NA,NA,RB,631
326944,0,1,NA,NA,RB,631
331363,0,1,NA,NA,RB,631
331578,0,1,NA,NA,RB,631
335785,0,1,NA,NA,RB,631
346566,0,1,NA,NA,RB,631
351078,0,1,NA,NA,RB,631
354153,0,1,NA,NA,RB,631
354657,0,1,NA,NA,RB,631
362476,0,1,NA,NA,RB,631
368506,0,1,NA,NA,RB,631
376584,0,1,NA,NA,RB,631
260404,0,4,6490.6711,8.23,CH,565
260404,0,4,6490.6711,8.23,CH,565
212221,0.4468,1,NA,NA,DV,996
234654,0.0835,2,253.6167,3.02,DV,830
302404,0.0422,5,6543.3338,9.27,DV,860
234642,0,2,501.5151,NA,RB,466
306028,0,2,501.5151,NA,RB,466
9530,0,2,88.8171,NA,RB,1138
69216,0.0162,3,1973.4673,2,RB,373
302387,0.0026,6,99949.7877,17.14,CH,424
302387,0.0056,6,99949.7877,17.14,CH,424
302392,0.0026,6,99949.7877,17.14,PK,424
302392,0.0056,6,99949.7877,17.14,PK,424
302395,0.0053,5,15502.8888,11.7,CH,479
302395,0.0168,5,15502.8888,11.7,CH,479
302396,0.0053,5,15502.8888,11.7,CO,479
302396,0.0168,5,15502.8888,11.7,CO,479
302398,0.0053,5,15502.8888,11.7,DV,479
302398,0.0168,5,15502.8888,11.7,DV,479
234927,0.0168,5,15502.8888,11.7,ST,487
234927,0.0175,5,15502.8888,11.7,ST,487
192574,0.0176,3,2275.4905,1.91,RB,334
234665,0,6,77591.9319,15.89,RB,479
234665,0,6,77591.9319,15.89,RB,479
302380,0.0113,7,125222.6757,25,CO,406
302382,0.0113,7,125222.6757,25,DV,406
302385,0.0113,7,125222.6757,25,RB,406
261817,0.067,4,1601.0758,7.7,ST,433
261817,0.1156,4,1601.0758,7.7,ST,433
212222,0.1156,4,1601.0758,7.7,DV,456
277515,0,3,920.7794,5.5,DV,1129
302376,0.0083,7,127499.8376,18.74,PK,366
302376,0.0074,7,127499.8376,18.74,PK,366
302378,0.0083,7,127499.8376,18.74,ST,366
302378,0.0074,7,127499.8376,18.74,ST,366
314294,0.024,1,NA,NA,RB,404
315969,0.024,1,NA,NA,RB,404
328968,0.024,1,NA,NA,RB,404
330046,0.024,1,NA,NA,RB,404
331150,0.024,1,NA,NA,RB,404
335230,0.024,1,NA,NA,RB,404
342895,0.024,1,NA,NA,RB,404
347449,0.024,1,NA,NA,RB,404
352835,0.024,1,NA,NA,RB,404
353284,0.024,1,NA,NA,RB,404
362932,0.024,1,NA,NA,RB,404
365654,0.024,1,NA,NA,RB,404
366071,0.024,1,NA,NA,RB,404
371411,0.024,1,NA,NA,RB,404
16594,0.0586,2,158.1864,1.97,DV,1071
260367,0.1597,5,2520.5456,7.59,CT,273
260367,0.0695,5,2520.5456,7.59,CT,273
212230,0.0469,3,427.6971,3.31,CH,517
212230,0.0449,3,427.6971,3.31,CH,517
212233,0.0469,3,427.6971,3.31,RB,517
212233,0.0449,3,427.6971,3.31,RB,517
286558,0.0584,2,782.8401,2.56,RB,292
213369,0.1381,2,296.2,4.2,DV,536
234913,0.0026,7,131085.5065,18.83,PK,315
234913,0.0097,7,131085.5065,18.83,PK,315
234919,0.0097,7,131085.5065,18.83,CO,317
234919,0.0043,7,131085.5065,18.83,CO,317
234920,0.0097,7,131085.5065,18.83,PK,317
234920,0.0043,7,131085.5065,18.83,PK,317
302363,0.0089,7,131085.5065,18.83,CH,318
302364,0.0089,7,131085.5065,18.83,CO,318
302366,0.0089,7,131085.5065,18.83,DV,318
302370,0.0089,7,131085.5065,18.83,ST,318
213500,0,2,302.7709,2.96,DV,910
243015,0.1125,4,2912.1592,5.63,CO,215
243016,0.1125,4,2912.1592,5.63,DV,215
243019,0.1125,4,2912.1592,5.63,ST,215
243021,0.1125,4,2912.1592,5.63,ST,215
288309,0.0604,4,2861.4676,5.1,DV,283
288309,0.0483,4,2861.4676,5.1,DV,283
288117,0.0483,4,2861.4676,5.1,CO,286
288117,0.034,4,2861.4676,5.1,CO,286
288120,0.0345,4,2861.4676,5.1,RB,290
288120,0.034,4,2861.4676,5.1,RB,290
288121,0.0345,4,2861.4676,5.1,ST,290
288121,0.034,4,2861.4676,5.1,ST,290
234635,0.0345,4,2861.4676,5.1,CO,293
277469,0.0198,3,880.771,3.15,DV,850
277470,0.0198,3,880.771,3.15,RB,850
277468,0.0198,3,880.771,3.15,DV,859
212399,0.0941,3,252.1542,2.17,DV,711
192508,0.0073,8,723551.5729,27.06,ST,531
192508,0.0011,8,723551.5729,27.06,ST,531
192479,0.0011,8,723551.5729,27.06,ST,531
192479,0.0019,8,723551.5729,27.06,ST,531
212383,0.0931,2,133.0865,2.08,DV,725
212388,0.0605,2,32.2557,1.78,DV,823
30093,0.086,2,186.6765,5.69,DV,801
88292,0.0346,3,1295.5422,3.3,RB,963
277853,0.0184,3,1341.7495,4.2,RB,575
276288,0.064,2,73.6051,2.4,DV,764
276385,0.023,5,3916.7828,9.3,DV,899
213476,0.0869,1,NA,NA,RB,954
260402,0.021,4,9571.5821,8.37,RB,535
260402,0.0101,4,9571.5821,8.37,RB,535
260403,0.021,4,9571.5821,8.37,SK,535
260403,0.0101,4,9571.5821,8.37,SK,535
204189,0.0101,4,9571.5821,8.37,RB,550
30141,0.1146,3,533.4748,2.34,DV,813
30086,0.0915,4,674.0648,8.78,DV,795
276290,0.078,2,74.7862,1.89,DV,789
277801,0,2,113.9882,NA,RB,1053
277798,0.0733,1,NA,NA,RB,1086
192504,0,8,713190.5149,26.98,ST,534
192504,0.004,8,713190.5149,26.98,ST,534
267960,0.1388,1,NA,NA,DV,789
301403,0.0353,4,4428.0612,10,DV,907
276523,0.1683,2,137.913,1.94,CT,851
276545,0.1039,3,422.9936,4.4,DV,1049
233466,0,1,NA,NA,RB,1053
277771,0.0206,4,3231.6192,5.42,CT,682
213501,0.0206,4,3231.6192,5.42,DV,682
282394,3e-4,8,705853.9842,26.92,RB,547
282394,9e-4,8,705853.9842,26.92,RB,547
262243,9e-4,8,705853.9842,26.92,PK,547
276540,0.0325,4,2405.2167,8.32,DV,1049
276550,0.0958,3,176.5336,2.54,DV,1238
30147,0.0384,3,1657.1142,6.7,DV,1074
301858,0.0038,5,9781.31,11.37,CO,748
301858,0.0061,5,9781.31,11.37,CO,748
276524,0.0095,6,19870.6134,12.55,RB,841
276552,0.0844,2,275.9318,3.5,DV,1067
231210,0.0387,3,2824.1368,3.68,RB,548
288248,0.0137,5,8993.109,8.25,CO,655
288248,0.0195,5,8993.109,8.25,CO,655
288249,0.0137,5,8993.109,8.25,RB,655
288249,0.0195,5,8993.109,8.25,RB,655
288250,0.0137,5,8993.109,8.25,ST,655
288250,0.0195,5,8993.109,8.25,ST,655
288275,0.0045,5,9402.5978,8.33,CH,640
292634,0.0327,4,4351.6778,5.58,CH,656
292634,0.0327,4,4351.6778,5.58,CH,656
292636,0.0327,4,4351.6778,5.58,CT,656
292636,0.0327,4,4351.6778,5.58,CT,656
292642,0.0327,4,4351.6778,5.58,CT,656
292642,0.0327,4,4351.6778,5.58,CT,656
292644,0.0327,4,4351.6778,5.58,RB,656
292644,0.0327,4,4351.6778,5.58,RB,656
288204,0,5,11464.7546,8.83,CT,638
288204,0,5,11464.7546,8.83,CT,638
231344,0,5,11464.7546,8.83,CO,638
231344,0,5,11464.7546,8.83,CO,638
292629,0,5,11464.7546,8.83,RB,638
292629,0,5,11464.7546,8.83,RB,638
292630,0,5,11464.7546,8.83,ST,638
292630,0,5,11464.7546,8.83,ST,638
288280,0,5,11464.7546,8.83,CO,638
288280,0,5,11464.7546,8.83,CO,638
292531,0.0081,6,111602.4853,16.67,BT,640
292531,0.0029,6,111602.4853,16.67,BT,640
292537,0.0081,6,111602.4853,16.67,SK,640
292537,0.0029,6,111602.4853,16.67,SK,640
288067,0.0163,5,11424.797,8.8,RB,633
288067,0.0311,5,11424.797,8.8,RB,633
288170,0.0163,5,11424.797,8.8,RB,634
231339,0.0364,5,11424.797,8.8,ST,628
292617,0.0364,5,11424.797,8.8,CH,628
292622,0.0364,5,11424.797,8.8,RB,628
282396,0.0043,8,700954.7954,26.87,CO,549
282396,5e-4,8,700954.7954,26.87,CO,549
288211,0,6,134994.2124,17.73,RB,628
288219,0,6,134994.2124,17.73,CO,628
288219,0,6,134994.2124,17.73,CO,628
292529,0,6,134994.2124,17.73,SK,628
292529,0,6,134994.2124,17.73,SK,628
233363,0,3,876.684,NA,RB,805
292650,0.0074,5,16126.3149,9.58,ST,659
292650,0.0082,5,16126.3149,9.58,ST,659
288313,0.0107,5,16126.3149,9.58,RB,659
288313,0.0082,5,16126.3149,9.58,RB,659
288315,7e-4,5,16126.3149,9.58,CH,661
288315,0.0019,5,16126.3149,9.58,CH,661
288260,7e-4,5,16126.3149,9.58,CO,661
288260,0.0052,5,16126.3149,9.58,CO,661
288070,0.013,5,16126.3149,9.58,RB,662
288070,0.0082,5,16126.3149,9.58,RB,662
288271,0.0169,5,16126.3149,9.58,CH,673
261646,0.0169,5,16126.3149,9.58,CH,673
261646,0.0059,5,16126.3149,9.58,CH,673
261648,0.0169,5,16126.3149,9.58,CO,673
261648,0.0059,5,16126.3149,9.58,CO,673
29200,0.023,4,4489.4665,5.97,RB,581
29200,0.0287,4,4489.4665,5.97,RB,581
288213,0,6,88163.1748,NA,CH,659
288213,0,6,88163.1748,NA,CH,659
288214,0,6,88163.1748,NA,CO,659
288214,0,6,88163.1748,NA,CO,659
292546,0,6,88163.1748,NA,ST,659
292546,0,6,88163.1748,NA,ST,659
276243,0.0468,3,1221.4726,23.1,CH,828
276243,0.0468,3,1221.4726,23.1,CH,828
52476,0.0354,2,505.7524,2.32,RB,867
276246,0.0123,5,7014.9096,10.3,CT,986
233370,0,2,302.3143,NA,CT,929
312653,0,2,302.3143,NA,RB,929
326037,0,2,302.3143,NA,CT,929
333734,0,2,302.3143,NA,CT,929
340597,0,2,302.3143,NA,CT,929
349122,0,2,302.3143,NA,CT,929
354885,0,2,302.3143,NA,CT,929
356049,0,2,302.3143,NA,CT,929
358397,0,2,302.3143,NA,CT,929
365108,0,2,302.3143,NA,CT,929
377086,0,2,302.3143,NA,CT,929
233471,0,1,NA,NA,RB,754
52475,0.0355,3,1023.6779,2.79,RB,805
52475,0.0247,3,1023.6779,2.79,RB,805
234837,0.0179,5,6868.5527,9.3,CT,1003
261846,0,4,1921.0101,NA,RB,746
282401,0.0011,8,694954.3462,26.84,CO,553
5050,0,1,NA,NA,CT,1007
306,0,2,428.2039,NA,RB,803
233364,0,2,428.2039,NA,CT,803
233367,0,2,428.2039,NA,RB,803
313996,0,2,428.2039,NA,CT,803
319173,0,2,428.2039,NA,RB,803
319625,0,2,428.2039,NA,RB,803
336327,0,2,428.2039,NA,RB,803
350263,0,2,428.2039,NA,RB,803
365927,0,2,428.2039,NA,RB,803
373371,0,2,428.2039,NA,CT,803
233645,0.0159,5,8892.9418,6.94,RB,689
9656,0,2,141.0716,NA,CT,792
233375,0,2,141.0716,NA,RB,792
318596,0,2,141.0716,NA,CT,792
323164,0,2,141.0716,NA,CT,792
323793,0,2,141.0716,NA,CT,792
331339,0,2,141.0716,NA,CT,792
332393,0,2,141.0716,NA,CT,792
345315,0,2,141.0716,NA,RB,792
350206,0,2,141.0716,NA,CT,792
354769,0,2,141.0716,NA,CT,792
355563,0,2,141.0716,NA,RB,792
363637,0,2,141.0716,NA,RB,792
364986,0,2,141.0716,NA,CT,792
365205,0,2,141.0716,NA,CT,792
365508,0,2,141.0716,NA,CT,792
376225,0,2,141.0716,NA,CT,792
376576,0,2,141.0716,NA,CT,792
123213,0.0449,3,180.4317,2.08,RB,899
29248,0.014,5,8562.397,17.2,DV,567
29248,0.0234,5,8562.397,17.2,DV,567
29249,0.014,5,8562.397,17.2,RB,567
29249,0.0234,5,8562.397,17.2,RB,567
288182,0,1,140581.8305,2.92,CT,607
292608,0.0108,4,2453.4196,4.63,CH,607
94733,0.0129,4,2453.4196,4.63,RB,608
94733,0.0108,4,2453.4196,4.63,RB,608
116256,0.0133,4,2453.4196,4.63,RB,609
288319,0.0271,4,2453.4196,4.63,CH,610
288319,0.0202,4,2453.4196,4.63,CH,610
288320,0.0271,4,2453.4196,4.63,CO,610
288320,0.0202,4,2453.4196,4.63,CO,610
288321,0.0271,4,2453.4196,4.63,RB,610
288321,0.0202,4,2453.4196,4.63,RB,610
288325,0.0397,4,2453.4196,4.63,RB,616
288172,0.0304,4,2453.4196,4.63,CO,620
288172,0.0307,4,2453.4196,4.63,CO,620
288177,0.0307,4,2453.4196,4.63,ST,656
288177,0.0444,4,2453.4196,4.63,ST,656
231333,0.049,4,2453.4196,4.63,ST,662
231333,0.0444,4,2453.4196,4.63,ST,662
69268,0.0777,4,2453.4196,4.63,CO,667
69268,0.0286,4,2453.4196,4.63,CO,667
69420,0.0286,4,2453.4196,4.63,RB,669
234614,0.0027,4,683477.1077,11.66,PK,561
288054,0,4,14673.4957,8.9,RB,606
292600,0,4,14673.4957,8.9,CO,606
292603,0,4,14673.4957,8.9,ST,606
233371,0,1,NA,NA,RB,631
324117,0,1,NA,NA,RB,631
333112,0,1,NA,NA,RB,631
336058,0,1,NA,NA,RB,631
342975,0,1,NA,NA,RB,631
344226,0,1,NA,NA,RB,631
364612,0,1,NA,NA,RB,631
365468,0,1,NA,NA,RB,631
282405,0.0046,8,685917.6001,26.77,CH,563
282405,0.0197,8,685917.6001,26.77,CH,563
282408,0.0046,8,685917.6001,26.77,RB,563
282408,0.0197,8,685917.6001,26.77,RB,563
29219,0.0108,4,6490.6711,8.23,RB,572
29219,0.0123,4,6490.6711,8.23,RB,572
288179,5e-4,6,158977.2378,18.52,RB,603
288179,5e-4,6,158977.2378,18.52,RB,603
288180,5e-4,6,158977.2378,18.52,ST,603
288180,5e-4,6,158977.2378,18.52,ST,603
234608,0,6,160164.0017,18.56,CH,603
233465,0,1,NA,NA,RB,765
329047,0,1,NA,NA,RB,765
6455,0,3,159.0852,NA,RB,796
52323,0.0161,3,1598.2308,3.6,RB,792
271523,0.0379,3,1174.3962,3.22,RB,864
70734,0,4,3054.2491,3.83,CO,575
70734,0,4,3054.2491,3.83,CO,575
118796,0,4,3054.2491,3.83,CO,575
118796,0,4,3054.2491,3.83,CO,575
69357,0,4,671056.8783,26.65,CO,574
69357,0,4,671056.8783,26.65,CO,574
118814,0,3,1069.1923,9,CO,576
29261,0.0243,3,713.3943,2.2,CO,579
192439,0.0024,8,671056.8783,26.65,ST,574
192439,2e-4,8,671056.8783,26.65,ST,574
118788,0,8,671056.8783,26.65,CO,575
118788,0,8,671056.8783,26.65,CO,575
282419,5e-4,8,669413.1025,26.64,RB,576
282419,3e-4,8,669413.1025,26.64,RB,576
234612,5e-4,8,669413.1025,26.64,PK,576
292514,0.0028,6,229050.5474,20.18,BT,591
292514,0.0034,6,229050.5474,20.18,BT,591
292516,0.0028,6,229050.5474,20.18,CO,591
292516,0.0034,6,229050.5474,20.18,CO,591
292517,0.0028,6,229050.5474,20.18,CT,591
292517,0.0034,6,229050.5474,20.18,CT,591
292519,0.0028,6,229050.5474,20.18,PK,591
292519,0.0034,6,229050.5474,20.18,PK,591
292522,0.0028,6,229050.5474,20.18,ST,591
292522,0.0034,6,229050.5474,20.18,ST,591
271518,0.0158,5,9376.7563,7.2,CO,728
271518,0.0135,5,9376.7563,7.2,CO,728
113477,0.002,6,57974.523,13.66,RB,709
231318,0.0055,5,56271.429,13.32,DV,591
231318,0.0055,5,56271.429,13.32,DV,591
292547,0.0055,5,56271.429,13.32,BT,591
292547,0.0055,5,56271.429,13.32,BT,591
292552,0.0055,5,56271.429,13.32,RB,591
292552,0.0055,5,56271.429,13.32,RB,591
292553,0.0055,5,56271.429,13.32,SK,591
292553,0.0055,5,56271.429,13.32,SK,591
292556,0.0055,5,56271.429,13.32,CO,591
292556,0.0055,5,56271.429,13.32,CO,591
292557,0.0055,5,56271.429,13.32,PK,591
292557,0.0055,5,56271.429,13.32,PK,591
292561,0.0055,5,56271.429,13.32,CO,591
292561,0.0055,5,56271.429,13.32,CO,591
292565,0.0055,5,56271.429,13.32,CO,591
292565,0.0055,5,56271.429,13.32,CO,591
292567,0.0055,5,56271.429,13.32,ST,591
292567,0.0055,5,56271.429,13.32,ST,591
292569,0.0055,5,56271.429,13.32,RB,591
292569,0.0055,5,56271.429,13.32,RB,591
292570,0.0055,5,56271.429,13.32,RB,591
292570,0.0055,5,56271.429,13.32,RB,591
292571,0.0055,5,56271.429,13.32,CH,591
292571,0.0055,5,56271.429,13.32,CH,591
292574,0.0055,5,56271.429,13.32,ST,591
292574,0.0055,5,56271.429,13.32,ST,591
292584,0.0055,5,56271.429,13.32,CO,591
292584,0.0055,5,56271.429,13.32,CO,591
292586,0.0055,5,56271.429,13.32,ST,591
292586,0.0055,5,56271.429,13.32,ST,591
292654,0.0055,5,56271.429,13.32,RB,591
292654,0.0055,5,56271.429,13.32,RB,591
70579,0.0051,5,56271.429,13.32,RB,591
288227,0.0072,5,56271.429,13.32,CH,593
288227,0.0052,5,56271.429,13.32,CH,593
288164,0.0052,5,56271.429,13.32,ST,594
231326,0.0068,5,56271.429,13.32,CO,604
212217,0,5,9902.2039,NA,CO,712
212217,0,5,9902.2039,NA,CO,712
212219,0,5,9902.2039,NA,RB,712
212219,0,5,9902.2039,NA,RB,712
5041,0,6,49989.3824,NA,CH,712
5041,0,6,49989.3824,NA,CH,712
231361,0.0032,4,7324.3322,6.98,CO,711
231361,0.0111,4,7324.3322,6.98,CO,711
285670,0,4,7324.3322,NA,CO,718
285670,0,4,7324.3322,NA,CO,718
285673,0.0054,4,7302.469,6.97,RB,725
231366,0.003,5,36973.8178,11.96,DV,714
231366,0,5,36973.8178,11.96,DV,714
231370,0.003,5,36973.8178,11.96,SK,714
231370,0,5,36973.8178,11.96,SK,714
260415,0.0311,4,5398.2008,6.97,CH,641
260415,0.0135,4,5398.2008,6.97,CH,641
292595,0.0311,4,5398.2008,6.97,CH,641
292595,0.0135,4,5398.2008,6.97,CH,641
35558,0.0301,4,5398.2008,6.97,RB,646
35558,0.0318,4,5398.2008,6.97,RB,646
146221,0.0053,5,36173.4543,11.91,RB,730
231375,0.0075,5,33243.6305,29,DV,783
