aggregated_crossings_id,stream_crossing_id,dam_id,misc_barrier_anthropogenic_id,modelled_crossing_id,crossing_source,pscis_status,crossing_type_code,crossing_subtype_code,modelled_crossing_type_source,barrier_status,pscis_road_name,transport_line_structured_name_1,transport_line_type_description,transport_line_surface_description,ften_forest_file_id,ften_file_type_description,ften_client_number,ften_client_name,ften_life_cycle_status_code,rail_track_name,rail_owner_name,rail_operator_english_name,ogc_proponent,dam_name,dam_owner,wcrp_barrier_type,utm_zone,utm_easting,utm_northing,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_crossings,dnstr_barriers_anthropogenic,upstr_barriers_anthropogenic,stream_order,stream_magnitude,gradient,accessibility_model_salmon,accessibility_model_steelhead,accessibility_model_wct,observedspp_dnstr,observedspp_upstr,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,dbm_mof_50k_grid,dnstr_barriers_anthropogenic_count,external_crossing_reference,stream_name,road_name,barrier_result_code,downstream_channel_width,habitat_value_code,consultant_name,image_view_url,my_text,my_priority,my_stream_name,my_road_name,modelled_crossing_id_corr,structure,notes,reviewer,misc_point_id,geom,long,lat
197365,197365,NA,NA,14000709,PSCIS,ASSESSED,CBS,ROUND,NA,BARRIER,Morice-Owen FSR,Morice Owen FSR,Road resource demographic,loose,9947,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,643621,6003246,139034694,360850479,317,400.431358.585806.266600.360267,400.431358.585806.266600.360267,MORR,"{197361,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001154,1014001013,1014001151,1014001014,1014001153,1014001012,197376,1014000888,1014000015}",2,6,0.0688,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,NA,NA,NA,641.1881,11.02,9.58,11.85,7.17,1.16,0.16,1.85,5.06,2.24,0.32,0.11,0.65,0.65,0,0,0,0,0,0.66,0,0,0,7.87,7.66,0,1.23,0.21,0.03,1.39,4.76,1.48,0,0,0.65,0.65,0,0,0,0,0,0.65,0,0,0,10.54,9.27,11.85,6.24,1.16,0.16,1.68,5.06,2.24,0.12,0,0.65,0.66,0,0,NA,0,0,0.66,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.66,0,0.66,0,0,0.66,0.66,0.66,0.66,093L.103,NA,Owen 201,Tributary to Owen Creek,Morice-Owen FSR,BARRIER,1.5,LOW,TIMBER SALES MANAGER BABINE,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198225,Smaller channel width.,mod,NA,NA,NA,NA,NA,airvine,108,"c(947847.451468909, 1017449.53096709)",947847.4514689088,1017449.5309670861
1014001002,NA,NA,NA,14001002,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Thautil FSR,Road resource demographic,loose,9785,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6006104,606615,139030821,360542368,386.4066620837116,400.431358.585806.576683,400.431358.585806.576683,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000735,1014001362,1014000942,1014000939,1024731119,1014000940,1014000945,1014000955,1014000952,1014000947,1014000950,1014001527,1014000739}",3,4,0.0666,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{DV},{CO},635.2699,8.98,7.83,2.32,3.96,1.15,2.77,2.64,2.41,0,0,0,1.29,1.29,0,0.01,0,0.5,0.6,0.18,0,0,0,8.98,7.83,2.32,3.96,1.15,2.77,2.64,2.41,0,0,0,1.29,1.29,0,0.01,0,0.5,0.6,0.18,0,0,0,8.98,7.83,2.32,3.96,1.15,2.77,2.64,2.41,0,0,0,1.29,1.29,0,0.01,NA,0.5,0.6,0.18,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.56,0,1.14,0,0,1.56,1.14,1.56,1.14,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smaller stream with coho upstream of crossing.,mod,NA,NA,NA,NA,NA,airvine,126,"c(911089.792493653, 1021884.47355081)",911089.7924936535,1021884.4735508121
197379,197379,NA,NA,14000712,PSCIS,ASSESSED,CBS,ROUND,NA,BARRIER,Morice-Owen FSR,Morice Owen FSR,Road resource demographic,loose,9947,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,640961,6005930,139032387,360836191,184,400.431358.585806.266600.148535,400.431358.585806.266600.148535,MORR,"{197361,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000085,1014000245,1014001171,1014001173,1014000204,1014000250,1014001100,1014001172,1014000014,1014001799,1014000225,1014000260,1014001027,1014001099,1014000752,1014000261,1014000203,1014000259,197366}",3,15,0.0408,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,POTENTIALLY ACCESSIBLE - PSCIS BARRIER DOWNSTREAM,NA,{CO},"{CO,RB}",3294.8898,40.97,30.92,66.96,129.09,9.62,6.07,7.57,14.48,2.65,0.3,0.1,9.97,5.6,40.4,92.48,4.31,4.14,0.66,0.86,0,0,0,0.84,0.84,NA,NA,0,0,0.21,0.63,0,0,0,0.84,0.84,0,0,0,0,0.21,0.63,0,0,0,0.84,0.84,NA,NA,0,0,0.21,0.63,0,0,0,0.84,0.84,0,0,NA,0,0.21,0.63,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.21,0,0.21,0.21,0.21,NA,0.21,0.21,NA,0,0,NA,0,0,NA,0,0.84,0,0.84,0.21,0.21,0.84,0.84,0.84,0.84,093L.103,NA,Owen 4658,Unnamed,Morice-Owen FSR,BARRIER,5.4,MEDIUM,TIMBER SALES MANAGER BABINE,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198239,Less than 1km of potential habitat but very large channel width.,mod,NA,NA,NA,NA,NA,airvine,137,"c(945310.711912235, 1020251.74350703)",945310.7119122354,1020251.7435070296
1014001222,NA,NA,NA,14001222,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,NA,NA,9949,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5990287,617661,139045613,360880441,23873.153412214462,400.431358.585806.405041,400.431358.585806.405041.724083,MORR,"{1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001662,1014000467,1014000468,1014001028,1014001218,1014001221,1014001220,1014000469,1014000207}",3,12,0.0141,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{BB,CAS,CC,CH,CO,CT,DC,DV,L,LNC,LSU,MW,PK,RB,SP,ST,SU,TR}","{CT,DV,LKC,RB,RB/CT}",2045.0102,25.62,16.23,220.75,51.58,9.2,4.73,6.22,1.64,2.95,0.66,0.01,0.78,0.55,0,2.04,0.23,0.46,0.08,-0.01,0,0,0,21.68,12.89,156.72,47.6,8.62,4.5,5.87,1.64,0.96,0,0.01,0.79,0.55,0,2.03,0.23,0.46,0.08,-0.01,0,0,0,24.84,15.44,220.75,51.58,9.2,4.73,6.22,1.64,2.95,0,0.01,0.79,0.54,0,2.04,NA,0.46,0.08,-0.01,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.29,0.29,0.02,0.02,1.4,4.52,20.11,0.01,0.3,NA,0,0,NA,0,0,NA,0.29,0.29,0.02,0.02,1.4,0.01,4.52,0.3,4.52,0.3,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large lake headed system.,high,NA,NA,NA,NA,NA,airvine,149,"c(921428.267151731, 1005566.34435434)",921428.2671517307,1005566.3443543374
1014000255,NA,NA,NA,14000255,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Morice Nado FSR,Road resource demographic,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5999564,613441,139036436,360619846,9381.759527150962,400.431358.585806.637722,400.431358.585806.637722.297130,MORR,"{1014000508,1014000541,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001709,1014001710,1014000518,1014001707,1014001010}",2,5,0.0062,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,{RB},NA,836.224,8.64,6.98,0.76,49.41,1.66,0.9,2.53,1.1,2.02,0.43,0,0.03,0.03,0,0,0,0.04,0,0,0,0,0,3.78,2.3,0,49.41,1.48,0.9,0.45,0.96,0,0,0,0.03,0.03,0,0,0,0.04,0,0,0,0,0,6.93,5.45,0,49.41,1.48,0.9,2.49,1.1,0.53,0.43,0,0.04,0.04,0,0,NA,0.04,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.07,0.07,0.03,0.03,0.07,1.54,24.71,0.03,0.04,NA,0,0,NA,0,0,NA,0.07,0.07,0.03,0.03,0.07,0.03,1.54,0.04,1.54,0.04,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,CBR - 2.2m  culvert.,high,NA,NA,NA,NA,NA,airvine,202,"c(917615.461936377, 1015041.16329364)",917615.4619363775,1015041.1632936447
1014001080,NA,NA,NA,14001080,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,R06951,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5986992,605331,139048719,360795223,1991.0699252915047,400.431358.585806.708951.079969.562197,400.431358.585806.708951.079969.562197.248180,MORR,"{1014001163,1014000451,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014001077},3,10,0.0484,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{CT},369.9592,13.39,13.32,0.25,0,0.08,0.04,0.64,0.67,3.03,2.2,0.85,0.43,0.43,0,0,0,0,0.44,0,0,0,0,0.47,0.47,NA,NA,0,0,0.43,0.03,0,0,0,0.44,0.44,0,0,0,0,0.43,0,0,0,0,3.04,3.04,NA,NA,0,0.03,0.43,0.22,1.81,0.55,0,0.43,0.43,0,0,NA,0,0.43,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.43,0,0.43,0.43,0.43,NA,0.43,0.43,NA,0,0,NA,0,0,NA,0,0.43,0,0.43,0.43,0.43,0.43,0.43,0.43,0.43,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Smaller potential high value habitat gain but Nanika in Nanika system so in high value watershed.,mod,NA,NA,NA,NA,NA,airvine,204,"c(908999.935715143, 1002786.70387805)",908999.9357151432,1002786.7038780488
1024740003,NA,NA,NA,24740003,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,NA,NA,R03011,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5988875,622870,139046657,360882318,7877.990897416975,400.431358.585806.405041.630893,400.431358.585806.405041.630893.458133,MORR,"{1014000897,1024715938,1024715943,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001136,1024740007,1024740005,1024740004,1014001586,1024740009,1024740008,1024740006}",3,12,0,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{CT,RSC}","{CAL,LKC,RB,RSC}",992.0196,19.19,13.31,56.41,38.77,5.6,1.98,2.22,7.2,2.07,0.12,0,6.49,3.81,20.21,32.09,2.63,1.04,0.47,2.13,0.11,0.12,0,18.48,12.61,56.41,38.77,5.6,1.98,2.22,7.2,1.48,0,0,6.37,3.7,20.21,32.09,2.63,1.04,0.47,2.13,0.1,0,0,19.19,13.31,56.41,38.77,5.6,1.98,2.22,7.2,2.07,0.12,0,6.49,3.81,20.21,32.09,NA,1.04,0.47,2.13,0.11,0.12,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.22,0.75,0.22,0.75,0.75,2.9850000000000003,16.34,0.75,2.99,NA,0,0,NA,0,0,NA,0,0.75,0,0.75,0.75,0.75,2.9850000000000003,2.99,2.9850000000000003,2.99,093L.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lots of lake upstream.,high,NA,NA,NA,NA,NA,airvine,217,"c(926559.750621017, 1003930.56525907)",926559.7506210173,1003930.565259068
1014001200,NA,NA,NA,14001200,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,R04078,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5995594,584530,139039031,360580449,618.9831324360937,400.431358.585806.558169.005657.799130,400.431358.585806.558169.005657.799130,MORR,"{1024715932,1024715936,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,2,3,0.1042,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,84.6947,4.19,4.19,NA,NA,0,0,0,0,1.98,0.42,0.41,4.19,4.19,NA,NA,0,0,0,0,1.98,0.42,0.41,0.25,0.25,NA,NA,0,0,0,0,0.25,0,0,0.25,0.25,NA,NA,0,0,0,0,0.25,0,0,1.1,1.1,NA,NA,0,0,0,0,1.01,0.09,0,1.1,1.1,NA,NA,NA,0,0,0,1.01,0.09,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intermittent stream.,low,NA,NA,NA,NA,NA,airvine,1,"c(888632.670247099, 1012288.71118106)",888632.6702470985,1012288.7111810598
1014001000,NA,NA,NA,14001000,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,Morice West FSR,Road resource demographic,loose,9785,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6005506,613231,139033409,360491751,1181.204149904398,400.431358.585806.498872,400.431358.585806.498872,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,{1014000730},2,2,0.0788,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,{DV},298.6637,5.15,4.91,0,3.56,0.24,0,0,2.46,2.45,0,0,4.91,4.67,0,3.56,0.24,0,0,2.22,2.45,0,0,0.76,0.76,NA,NA,0,0,0,0.76,0,0,0,0.76,0.76,0,0,0,0,0,0.76,0,0,0,5.15,4.91,0,3.56,0.24,0,0,2.46,2.45,0,0,4.91,4.67,0,3.56,NA,0,0,2.22,2.45,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OBS,NA,airvine,2,"c(917658.126571178, 1021004.44665204)",917658.1265711782,1021004.446652039
1014000554,NA,NA,NA,14000554,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road resource,loose,4656,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5990766,602282,139044973,360703232,700.5912821458753,400.431358.585806.708951.103532,400.431358.585806.708951.103532.067413,MORR,"{1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014001681,1014001397,1014001447}",2,2,0.0775,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,85.7812,3.26,3.26,NA,NA,0,0.16,0.16,0.93,1.63,0.38,0,2.4,2.4,0,0,0,0,0,0.93,1.46,0.01,0,2.28,2.28,NA,NA,0,0.16,0,0.93,1.18,0,0,2.12,2.12,0,0,0,0,0,0.93,1.18,0,0,2.86,2.86,NA,NA,0,0.16,0.16,0.93,1.46,0.15,0,2.39,2.39,0,0,NA,0,0,0.93,1.46,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quite steep. and smaller stream. Suspect non-fish b/c of all the sites upstream with no obs.  ,low,NA,NA,NA,NA,NA,airvine,3,"c(906121.406290995, 1006697.82987729)",906121.4062909951,1006697.8298772853
1014000880,NA,NA,NA,14000880,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,R08826,Road Permit,00001271,CANADIAN FOREST PRODUCTS LTD.,ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5998478,608887,139038017,360631089,362.70081264169755,400.431358.585806.637722.281566,400.431358.585806.637722.281566,MORR,"{1014000541,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,NA,1,1,0.0777,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,1.26,1.26,NA,NA,0,0,0,1.26,0,0,0,1.26,1.26,NA,NA,0,0,0,1.26,0,0,0,1.26,1.26,NA,NA,0,0,0,1.26,0,0,0,1.26,1.26,NA,NA,0,0,0,1.26,0,0,0,1.26,1.26,NA,NA,0,0,0,1.26,0,0,0,1.26,1.26,NA,NA,NA,0,0,1.26,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream tagged intermittent,low,NA,NA,NA,NA,NA,airvine,4,"c(913030.801094247, 1014146.13220009)",913030.8010942473,1014146.1322000871
1014000023,NA,NA,NA,14000023,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,Road unclassified,rough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,5998258,608097,139038718,360857070,340.4064686528544,400.431358.585806.637722.223589.075319,400.431358.585806.637722.223589.075319.131806,MORR,"{1014000541,1024715937,1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000157,1014001312,1014000881}",1,1,0.0392,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,NA,NA,NA,2.04,2.04,NA,NA,0,0,0.34,1.69,0,0,0,0.35,0.35,0,0,0,0,0.34,0,0,0,0,2.04,2.04,NA,NA,0,0,0.34,1.69,0,0,0,0.35,0.35,0,0,0,0,0.34,0,0,0,0,2.04,2.04,NA,NA,0,0,0.34,1.69,0,0,0,0.35,0.35,0,0,NA,0,0.34,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,093L.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tiny stream in FISS.,low,NA,NA,NA,NA,NA,airvine,5,"c(912234.156421333, 1013959.1532278)",912234.156421333,1013959.1532277993
1014000796,NA,NA,NA,14000796,MODELLED CROSSINGS,NA,CBS,NA,NA,POTENTIAL,NA,NA,NA,NA,4656,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,NA,NA,NA,NA,NA,NA,"ROAD, RESOURCE/OTHER",9,6008011,637544,139030059,360837105,376.9667082707052,400.431358.585806.299343,400.431358.585806.299343,MORR,"{1024715935,1024715941,1024704552,1024703651,195295,197666,1024703645,1024703706,1024704485,1024703867,1024704484,1024709805,1024709761,1024710151,1024710028,1024710161,1024710076,3236,3235}",NA,"{1014000305,1014001215,1014001216,1014001088,1014001089,1014001087,1014000889,1014001180,1014000295,1014000306,1014000013}",3,18,0.0267,POTENTIALLY ACCESSIBLE,POTENTIALLY ACCESSIBLE,NA,"{CO,DV,RB,SST,SU}","{CC,CO,DV,RB,SP}",2726.8816,37.98,32.99,2.17,86.38,4.19,3.1,5.25,12.66,6.02,2.78,2.72,0.1,0.11,0,0,0,0.11,0,0,0,0,0,23.97,20.05,2.09,73.81,3.43,2.61,5.23,10.47,1.87,0,0,0.11,0.1,0,0,0,0.11,0,0,0,0,0,31.02,26.44,2.09,82.27,3.9,3.1,5.23,12.13,4.71,1.4,0,0.11,0.1,0,0,NA,0.11,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0.7,1.75,21.11,0.1,0.11,NA,0,0,NA,0,0,NA,0,0.33,0,0.1,0.7,0.1,1.75,0.11,1.75,0.11,093L.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,Major culvert (5m wide). ,high,NA,NA,NA,NA,NA,airvine,14,"c(941994.003260078, 1022482.54280785)",941994.0032600776,1022482.542807853
