date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone.x,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,geometry,misc_point_id,digital_road_atlas_line_id,highway_route_number,road_class,road_name_full,road_surface,trim_transportation_lines_id,ften_road_segment_line_id,forest_file_id,road_section_id,road_responsibility_type_code,retirement_date,file_status_code,file_type_code,file_type_description,client_number,client_name,life_cycle_status_code,map_label,og_road_segment_permit_id,og_petrlm_dev_rd_pre06_pub_id,track_segment_id,track_name,track_classification,use_type,gauge,status,operator_english_name,owner_name,fcode,fcode_label,utm_zone.y,utm_easting,utm_northing,distance,crossing_id,geom_modelled_crossing,admin_area_abbreviation,map_tile_display_name,client_name_abb,my_road_tenure,aggregated_crossings_id,stream_crossing_id,dam_id,modelled_crossing_id,crossing_source,crossing_type,crossing_name,barrier_status,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,geom,dnstr_crossings,dnstr_barriers_anthropogenic,observedspp_dnstr,observedspp_upstr,stream_order,stream_magnitude,gradient,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,salmon_network_km,salmon_stream_km,salmon_lakereservoir_ha,salmon_wetland_ha,salmon_slopeclass03_waterbodies_km,salmon_slopeclass03_km,salmon_slopeclass05_km,salmon_slopeclass08_km,salmon_slopeclass15_km,salmon_slopeclass22_km,salmon_slopeclass30_km,salmon_belowupstrbarriers_network_km,salmon_belowupstrbarriers_stream_km,salmon_belowupstrbarriers_lakereservoir_ha,salmon_belowupstrbarriers_wetland_ha,salmon_belowupstrbarriers_slopeclass03_waterbodies_km,salmon_belowupstrbarriers_slopeclass03_km,salmon_belowupstrbarriers_slopeclass05_km,salmon_belowupstrbarriers_slopeclass08_km,salmon_belowupstrbarriers_slopeclass15_km,salmon_belowupstrbarriers_slopeclass22_km,salmon_belowupstrbarriers_slopeclass30_km,steelhead_network_km,steelhead_stream_km,steelhead_lakereservoir_ha,steelhead_wetland_ha,steelhead_slopeclass03_waterbodies_km,steelhead_slopeclass03_km,steelhead_slopeclass05_km,steelhead_slopeclass08_km,steelhead_slopeclass15_km,steelhead_slopeclass22_km,steelhead_slopeclass30_km,steelhead_belowupstrbarriers_network_km,steelhead_belowupstrbarriers_stream_km,steelhead_belowupstrbarriers_lakereservoir_ha,steelhead_belowupstrbarriers_wetland_ha,steelhead_belowupstrbarriers_slopeclass03_waterbodies_km,steelhead_belowupstrbarriers_slopeclass03_km,steelhead_belowupstrbarriers_slopeclass05_km,steelhead_belowupstrbarriers_slopeclass08_km,steelhead_belowupstrbarriers_slopeclass15_km,steelhead_belowupstrbarriers_slopeclass22_km,steelhead_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km
2020-08-31,124501,NA,"KP, AI",9,630660.999557748,6055712.99897291,Moan Creek,Lawson Road,9.1,NA,Round Culvert,1.6,25,Yes,0.15,Yes,No,NA,1,0.3,0.7,No,6,4.5,4.5,No,No,Deep Fill,High,2.8,3,5,10,10,6,34,Barrier,Replace with New Open Bottom Structure,10,Fully embedded and baffled culvert.  Likely passable for all salmonid adults.,pscis_phase2.xlsm,"c(937160.89275324, 1070573.59173713)",37,1415924,NA,local,Lawson Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,630660.5158372163,6055698.484990563,14.564527026725624,1802796,0101000020BD0B000024DA12968F992C415CAB9B11DF553041,MoTi,093L.118,NA,MoTi local,2359,124501,NA,1802796,ASSESSED,CRTBOX,Walcott FSR,BARRIER,17054505,360884501,538,400.431358.450642,400.431358.450642,BULK,0101000020BD0B000071514A4F9F992C4116C63EF2E4553041,"{7035,20839,20845,20883,20864,20882}",{7035},"{CT,RB}","{DV,RB}",3,10,0.0629,1488.6874,22.45,21.24,0,15.16,1.1,1.01,2.15,7.83,8.89,0.26,0.13,4.54,4.54,0,0,0,0.03,1.48,1.3,1.57,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22,9.22,0,0,0,0.64,1.93,4.6,1.88,0.17,0,4.55,4.55,0,0,NA,0.04,1.48,1.3,1.56,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-31,124504,NA,"KP, AI",9,634323.000642575,6054586.99962762,Coffin Creek,Lawson Road,13.5,NA,Round Culvert,3,16,Yes,0.15,Yes,No,NA,0.5,0.2,0.1,No,1,5.3,2,No,Yes,Deep Fill,High,1.8,3,5,5,5,6,24,Barrier,Replace with New Open Bottom Structure,10.6,Partially embedded with several large boulders (30 - 50cm) in culvert.  No outlet drop at the time of survey but there may be at lowest flow levels.,pscis_phase2.xlsm,"c(940762.302310273, 1069289.17631877)",38,1497152,NA,local,Lawson Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,634327.8706786262,6054579.724197697,8.767133458337558,1803401,0101000020BD0B0000335F18B1BDB52C41D1C7ACADE1503041,MoTi,093L.118,NA,MoTi local,2362,124504,NA,1803401,ASSESSED,ROUND,Walcott FSR,POTENTIAL,17059489,360884015,334,400.431358.464077,400.431358.464077,BULK,0101000020BD0B0000D6484AF5C1B52C4164935894E5503041,"{7037,20839,20845,20883,20864,20882}",{7037},"{CO,DV,LKC,RB}","{CSU,CT,DV,LSU,MW,RB,RSC}",5,73,0.0371,4521.6705,109.6,101.48,0,133.31,7.83,16.33,11.3,17.69,28.77,12.43,6.74,1.32,1.32,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.08,31.99,0,116.12,5.92,11.3,4.27,8.16,6.68,1.76,0,1.32,1.32,0,0,NA,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-01,3042,NA,"KP, AI",9,654450.999981963,6042826.9997542,Barren Creek,Barren Creek FSR,13.5,NA,Round Culvert,1,23,No,NA,No,No,NA,2,0,0.5,Yes,1.5,1,0.5,Yes,No,Deep Fill,Medium,1,3,10,0,5,3,21,Barrier,Replace Structure with Streambed Simulation CBS,5,Beaver influenced stream with lake upstream.,pscis_phase2.xlsm,"c(960319.599736941, 1056647.46499197)",39,NA,NA,NA,NA,NA,NA,1462192,9111,02,BC,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,9111 02 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,654452.0285767365,6042809.331737018,17.74858900294888,1804508,0101000020BD0B0000B2CE4CBF7F4E2D4102B2F0B7751F3041,MoTi,093L.114,FLNR Nadina,FLNR Nadina 9111,2,3042,NA,1804508,ASSESSED,ROUND,Barren,BARRIER,17076995,360869846,10892,400.431358.694148,400.431358.694148.768604,BULK,0101000020BD0B000014CB8ADA864E2D4199F87B53761F3041,"{79,3973,3305,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,L,RB,SST,ST}",NA,2,3,0,390.6694,5.46,4.37,0,3.7,1.08,1.7,0,1.82,0.51,0.12,0.23,4.03,2.94,0,0,1.08,1.7,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,4.14,0,3.7,1.08,1.7,0,1.82,0.51,0.12,0,4.02,2.93,0,0,NA,1.7,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-01,3139,NA,"KP, AI",9,656656.999628447,6048544.00040697,Trib to McQuarrie Creek,North Road,33.8,NA,Round Culvert,1.2,27,No,NA,No,No,NA,4,1.02,0.25,No,2,3.9,3.1,No,Yes,Deep Fill,Medium,3.2,3,10,10,5,6,34,Barrier,Replace with New Open Bottom Structure,13,Inlet plugged with small and large woody debris. Fry and juvenile fish observed upstream.,pscis_phase2.xlsm,"c(962760.862981597, 1062281.47713015)",40,NA,NA,NA,NA,NA,NA,1358672,7543,01,OS,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,7543 01 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,656650.9956443897,6048537.997952932,8.489213095856286,1803553,0101000020BD0B000077C2024085612D4109C818B883353041,MoTi,093L.114,FLNR Nadina,FLNR Nadina 7543,59,3139,NA,1803553,ASSESSED,ROUND,North Road,BARRIER,17067977,360698740,508,400.431358.732614.408992,400.431358.732614.408992,BULK,0101000020BD0B00001E8DF10885612D4169BDFB5888353041,"{63,20919,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,{RB},NA,3,15,0.0393,892.4382,20.78,16.46,0,22.97,4.08,3.67,6.66,1.62,3.95,0.41,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.58,15.26,0,22.97,4.08,3.67,6.66,1.62,3.12,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-03,3054,NA,"KP, AI",9,664880.999453145,6052688.00067799,Johnny David Creek,North road,45,NA,Round Culvert,3,40,No,NA,No,No,NA,9.99,0.76,0.8,No,2,3.5,3.3,Yes,Yes,Deep Fill,Medium,1.2,6,10,10,5,3,34,Barrier,Replace with New Open Bottom Structure,30.97,Fill depth approximatley 12m.  Fish observed upstream of crossing.,pscis_phase2.xlsm,"c(971131.815784316, 1066082.32932769)",41,NA,NA,NA,NA,NA,NA,1358672,7543,01,OS,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,7543 01 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,664877.982741633,6052693.989628652,6.718199334852597,1803558,0101000020BD0B000028062021F2A22D4113C05A7568443041,MoTi,093L.114,FLNR Nadina,FLNR Nadina 7543,14,3054,NA,1803558,ASSESSED,ROUND,North Road,BARRIER,17061450,360810755,835,400.431358.763808.706575,400.431358.763808.706575.030205,BULK,0101000020BD0B0000B97E94D1FCA22D41501887DD63443041,"{4705,3388,20918,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}","{4705,3388}",NA,{RB},3,12,0.0346,1295.5422,24.29,19.57,0,70.68,4.72,12.41,6.54,0.62,0,0,0,2.09,2.09,0,-28.27,0.01,1.62,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.29,19.57,0,70.68,4.72,12.41,6.54,0.62,0,0,0,2.09,2.09,0,-28.27,NA,1.62,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-03,58159,NA,"KP, AI",9,627643.000071568,6060448.99908467,McDowell Creek,Woodmere Nursery Road,NA,NA,Round Culvert,1,14,No,NA,No,No,NA,0.75,0.36,0.8,Yes,3,2.3,3.8,No,Yes,Deep Fill,Medium,2.3,0,10,10,10,6,36,Barrier,Replace with New Open Bottom Structure,10,Stream flows through the Woodmere Nursury from small culvert on burn pile access road to the Highway.  Electrofishing conducted.  Abundant cover available primarily as overhanging vegetation and cobbles. Upstream culvert under Highway 16 has been recently replaced by horizontal drilling.  Baffles at upstream crossing.  Coho fry captured below the Highway crossing.,pscis_phase2.xlsm,"c(934354.863885661, 1075447.90435054)",42,990269,NA,unclassified,NA,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,627640.9976649988,6060448.9839100065,1.9973869787774938,1802236,0101000020BD0B000060C946BCA1832C410B9572F9F7683041,MoTi,093L.118,NA,MoTi unclassified,1068,58159,NA,1802236,ASSESSED,ROUND,Woodmere Nursery Road,BARRIER,17048346,360685108,132,400.431358.427289,400.431358.427289,BULK,0101000020BD0B00008080BFB6A4832C4130E849EBF7683041,"{20839,20845,20883,20864,20882}",NA,"{CO,RB}","{CO,RB}",3,10,0.0449,1590.9526,23.96,20.19,0,18.27,3.77,5.31,8.09,3.49,2.67,0.33,0.29,0.46,0.46,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35,10.04,0,0,0.32,3.14,3.75,1.93,0.87,0.33,0,0.45,0.46,0,0,NA,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-04,195290,NA,"KP, AI",9,640014.000210579,6051696.99921541,Gibson Creek,Highway 16,NA,NA,Round Culvert,0.8,0,No,NA,No,No,NA,6,0.66,0.7,No,1.5,2.4,1.7,Yes,Yes,Deep Fill,Medium,3,0,10,10,5,6,31,Barrier,Replace with New Open Bottom Structure,19,Flows into Deep Creek downstream.  Electrofished upstream and downstream.  Wetland type habitat upstream with CO captured below only.  Candidate for backwatering?,pscis_phase2.xlsm,"c(946310.54983454, 1066150.68870072)",43,190049,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,640022.8545599845,6051682.004334001,17.442581260383324,1800099,0101000020BD0B000098A186781DE12C4171D13D4997443041,MoTi,093L.113,NA,MoTi highway,2682,195290,NA,1800099,ASSESSED,ROUND,Highway 16,BARRIER,17060788,360820934,198,400.431358.485911.075489,400.431358.485911.075489,BULK,0101000020BD0B000022F56B241CE12C41A74013D196443041,"{2366,2686,20839,20845,20883,20864,20882}",NA,NA,"{CT,RB}",3,13,0.0222,1710.5918,22.6,20.43,0,23.71,2.16,6.05,0.92,2.63,4.37,2.86,1.18,1.61,1.06,0,5.04,0.54,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,11.07,0,23.71,2.13,6.03,0.92,2.63,1.05,0.45,0,1.6,1.06,0,5.04,NA,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-04,195288,NA,"AI, KP",9,640899.000278981,6051558.99898685,Gibson Creek,Schnider Road,NA,NA,Round Culvert,1.2,11,No,NA,No,No,NA,1.2,0.3,1.5,Yes,1,3,2,Yes,No,Deep Fill,Medium,2.5,0,10,10,5,6,31,Barrier,Replace with New Open Bottom Structure,10,Wetland type habitat upstream and downstream.  Drone flight conducted upstream to map immediate area upstream.,pscis_phase2.xlsm,"c(947186.590244588, 1065974.67100868)",44,190048,NA,local,Snider Rd,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,640931.0712575195,6051562.682655288,32.199598583395634,1800098,0101000020BD0B0000441F6F6925E82C41C41883FEF8433041,MoTi,093L.113,NA,MoTi local,2680,195288,NA,1800098,ASSESSED,ROUND,Snider Road,BARRIER,17061859,360820934,1235,400.431358.485911.075489,400.431358.485911.075489.075081,BULK,0101000020BD0B0000C25D779F23E82C4173AD6988FD433041,"{2682,2366,2686,20839,20845,20883,20864,20882}",{2682},NA,"{CT,RB}",3,12,0.0184,1341.7495,20.99,19.37,0,18.67,1.62,4.99,0.92,2.63,4.37,2.86,1.18,11.57,9.99,0,18.67,1.58,3.21,0.88,1.01,1.66,1.65,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.01,0,18.67,1.58,4.97,0.92,2.63,1.05,0.45,0,7.2,5.61,0,18.67,NA,3.21,0.88,1.01,0.2,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-09-05,197360,NA,"AI, KP",9,649936,5992406,Riddeck Creek,Morice-Owen FSR,NA,NA,Round Culvert,1.2,27,No,NA,No,No,NA,2.5,0.24,1.6,No,1,2.2,1.5,Yes,Yes,Deep Fill,High,1.8,3,10,5,5,6,29,Barrier,Replace with New Open Bottom Structure,10,Wetland type habitat for first 300m upstream then 3m wide channel with cover available in all forms with pools suitable for juvenile RB and CO overwintering.  Abundant gravels and small cobbles throught suitable for CO or RB/ST spawning.,pscis_phase2.xlsm,"c(953681.829120341, 1006319.94486411)",45,NA,NA,NA,NA,NA,NA,1427304,9947,01,OS,NA,HI,B40,Forest Service Road,00133887,DISTRICT MANAGER NADINA (DND),ACTIVE,9947 01 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,649932.996879667,5992396.07624788,10.392084811637021,14000711,0101000020BD0B0000F93A39D59C1A2D410E131A42CCB52E41,MoTi,093L.104,FLNR Nadina,FLNR Nadina 9947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-09-26,NA,1800092,"AI, KP",9,654311.98,6012382.71,Tributary to Buck Creek,Buck Flats Road,NA,NA,Round Culvert,1.5,12,No,NA,No,No,NA,1,0.4,1.2,No,1.5,5.1,3,No,Yes,Deep Fill,High,3.4,0,10,10,5,6,31,Barrier,Replace with New Open Bottom Structure,10.2,Large tributary on section of tributary connected to salmon bearing Buck Creek.  Fish rising in outlet pool (estimated 130mm).  Some cattle access points downstream.,pscis_phase2.xlsm,"c(958888.656162656, 1026149.68722012)",46,190013,NA,local,Buck Flats Rd,loose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,654311.977546607,6012382.711839538,0.002990290814464055,1800092,0101000020BD0B000099DDBD4E51432D414942CA60CB502F41,MoTi,093L.109,NA,MoTi local,3320,NA,NA,1800092,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17102820,360737479,28.04433593999299,400.431358.623573.329057,400.431358.623573.329057,BULK,0101000020BD0B00005274504E51432D4110D2BC60CB502F41,"{20899,20897,20889,20888,3971,20881,20934,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,NA,{RB},2,8,0.0341,2390.7079,22.14,18.28,0,129.43,3.37,4.3,6.73,4.03,1.66,0.63,0.97,20.52,17.03,0,120.67,3,3.89,5.89,4.03,1.66,0.63,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96,16.37,0,127.13,3.37,4.3,6.46,4.03,1.36,0.23,0,18.34,15.12,0,118.37,NA,3.89,5.62,4.03,1.36,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-27,NA,1800062,"AI, KP",9,666847.204800561,6044305.15083155,Byman Creek,Highway 16,NA,MoTI,Oval Culvert,4,24,No,NA,No,No,NA,1.6,2,3.8,Yes,4,11.1,1.2,No,Yes,Deep Fill,High,2.8,3,10,10,10,6,39,Barrier,Replace with New Open Bottom Structure,22.2,Culvert is likely as passable for most species and life stages at most non-peak and non-lowest flows. Streamkeepers have observed fry moving through culvert in overwintering studies.,pscis_phase2.xlsm,"c(972734.433525173, 1057599.57514752)",47,189908,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,666847.2048005608,6044305.15083155,1.2452018272227018e-4,1800062,0101000020BD0B0000A88EF6DD7CAF2D41E9B534933F233041,MoTi,093L.114,NA,MoTi highway,3292,NA,NA,1800062,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075524,360856488,1427.5362626047156,400.431358.737582.024023,400.431358.737582.024023.014601,BULK,0101000020BD0B0000FEFCD0DD7CAF2D4132AA23933F233041,"{7025,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,RB,SST,ST}","{CO,CSU,LNC,LSU,RB,RSC,ST}",5,155,0.0137,8993.109,199.18,162.28,0,357.14,33.54,36.54,24.95,48.67,40.26,11.24,1.97,190.23,154.5,0,340.1,32.37,35.16,21.95,47.24,38.35,11.18,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.46,142.97,0,350.23,32.49,36.53,24,46.44,34.5,4.04,0.02,170.8,136.48,0,333.19,NA,35.15,21.61,45.01,33.21,4.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-28,NA,1800060,"KP, AI",9,672404.701407138,6044146.31063178,Richfield Creek,Highway 16,NA,MoTI,Round Culvert,4.2,24,No,NA,No,No,NA,1,0.2,1,No,2,12.5,1.5,No,Yes,Deep Fill,High,3,3,10,5,5,6,29,Barrier,Replace with New Open Bottom Structure,25,Habitat confirmation and minnowtrapping completed.,pscis_phase2.xlsm,"c(978265.154778266, 1057203.19036736)",48,189906,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,672404.7014071383,6044146.310631779,1.2452150669614915e-4,1800060,0101000020BD0B00009EA63E4FB2DA2D41E4C1B330B3213041,MoTi,093L.115,NA,MoTi highway,3290,NA,NA,1800060,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17077509,360788426,1203.8542059512015,400.431358.773280,400.431358.773280,BULK,0101000020BD0B0000237C3B4FB2DA2D41B3EEB030B3213041,"{7023,20920,20918,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,DV,RB,SST,ST,TR}","{CH,CO,LKC,LNC,LSU,RB,SST,ST}",5,220,0.0118,16126.3149,346.68,281.78,0,753.32,58.65,89.28,77.04,73.15,28.71,8.64,3.74,225.52,171.06,0,618.52,48.84,53.64,40.92,46.93,21.04,5.79,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.39,227.34,0,726.82,57.65,86.47,69.64,56.9,16.56,1.33,0,195.57,143.5,0,598.76,NA,53.47,39.49,39.87,13.02,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
2020-08-28,NA,1800213,"KP, AI",9,670240.817805527,6044772.32944654,Johnny David Creek,Highway 16,NA,MoTI,Round Culvert,1.75,25,No,NA,No,No,NA,3,0,1.35,Yes,2,6.3,5.5,No,Yes,Deep Fill,High,3.6,3,10,0,5,6,24,Barrier,Replace with New Open Bottom Structure,12.6,Habitat confirmation and sampling completed.,pscis_phase2.xlsm,"c(976135.697596763, 1057922.77196621)",49,346847,16,highway,Hwy 16 E,paved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,670240.8178055275,6044772.329446544,1.245261050658014e-4,1800213,0101000020BD0B00002DF42A650FCA2D41706B97C582243041,MoTi,093L.115,NA,MoTi highway,3388,NA,NA,1800213,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,17075072,360866287,1027.5992145439777,400.431358.763808,400.431358.763808,BULK,0101000020BD0B0000E66618650FCA2D414D1D7EC582243041,"{20918,20898,3254,20887,20933,20842,20825,20900,20880,20873,20916,20841,2686,20839,20845,20883,20864,20882}",NA,"{CH,CO,CT,DV,RB,ST}",{RB},4,58,0.0269,4351.6778,88.49,81.51,0,90.8,6.98,34.64,28.62,13.5,3.21,1.42,0,5.08,5.09,0,0,0,2.21,2.03,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.39,78.4,0,90.8,6.98,34.64,28.62,11.82,2.75,0.58,0,5.09,5.08,0,0,NA,2.21,2.03,0.75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
