channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map
1885,,{58014},400.431358.236625.283434,400.431358.236625.283434,BULK,1,1,0.1178,0,0,0,0,0.6,628
1886,,{58013},400.431358.236625.297072,400.431358.236625.297072,BULK,2,3,0.0972,45.2739,0,0,0,0.87,593
1887,"{57409,65770}",,400.431358.236625.319880,400.431358.236625.319880.183169,BULK,3,8,0.0628,390.4353,0.36,0,0,1.07,598
1888,{11767},,400.431358.236625.319880,400.431358.236625.319880.246331,BULK,3,6,0.1388,137.3397,0.36,0,0,1.6,670
1889,"{13287,65771}",,400.431358.236625.319880.092384,400.431358.236625.319880.092384,BULK,2,4,0.1069,176.3407,0,0,0,3.27,666
1890,{13288},{58027},400.431358.236625.319880.092384,400.431358.236625.319880.092384.638719,BULK,2,3,0.1077,86.4325,0,0,0,2.4,797
1891,,{58028},400.431358.236625.319880.092384.638719,400.431358.236625.319880.092384.638719,BULK,1,1,0.2262,0,0,0,0,0.7,860
1892,,{58008},400.431358.236625.319880.183169,400.431358.236625.319880.183169,BULK,1,1,0.0234,0,0,0,0,0.97,660
1893,{11766},,400.431358.236625.319880.245585,400.431358.236625.319880.245585,BULK,1,1,0.1289,0,0,0,0,1.3,793
1894,,{58011},400.431358.236625.319880.246331,400.431358.236625.319880.246331,BULK,1,1,0.0885,0,0,0,0,0.6,618
1895,,"{58223,58216}",400.431358.236625.483038,400.431358.236625.483038,BULK,1,1,0.01348888888888889,0,0,0,7.35,2.65,579
1896,,{58211},400.431358.236625.504675,400.431358.236625.504675,BULK,2,2,0.034,164.8535,0,0,0,1.73,577
1897,"{57407,65767}","{58002,58002}",400.431358.236625.504675,400.431358.236625.504675.249493,BULK,1,1,0.083,0,0,0,0,1.48,627
1898,,"{58007,58006}",400.431358.236625.504675.249493,400.431358.236625.504675.249493,BULK,1,1,0.0597,0,0,0,0,1.73,631
1899,,{58210},400.431358.236625.524806,400.431358.236625.524806,BULK,3,7,0.0114,678.1392,0.36,0,0.34,1.53,573
1900,"{57405,11791,65764}",,400.431358.236625.524806,400.431358.236625.524806.084132,BULK,2,4,0.0547,316.5375,0.36,0,0,3.65,583
1901,{11788},{58057},400.431358.236625.524806.084132,400.431358.236625.524806.084132.271420,BULK,2,2,0.0951,76.9425,0,0,0.34,1.1,621
1902,{11784},,400.431358.236625.555248,400.431358.236625.555248.293932,BULK,3,12,0.04,452.5522,0,0,0,4.8,593
1903,{11787},,400.431358.236625.555248.146873,400.431358.236625.555248.146873,BULK,3,8,0.0948,345.8407,0.88,0,0.63,4.8,657
1904,,{58059},400.431358.236625.555248.293932,400.431358.236625.555248.293932.065887,BULK,1,1,0.0675,0,0,0,0,1.57,640
1905,,{58060},400.431358.236625.555248.293932.065887,400.431358.236625.555248.293932.065887,BULK,1,1,0.0501,0,0,0,0,0.56,597
1906,{11769},,400.431358.236625.572493,400.431358.236625.572493.591448,BULK,2,5,0.0734,257.9697,0,0,0,3,644
1907,{13470},,400.431358.236625.572493.312905,400.431358.236625.572493.312905.166782,BULK,3,6,0.0624,140.3948,0,0,2.11,4.1,690
1908,{11782},{58062},400.431358.236625.572493.312905.117864,400.431358.236625.572493.312905.117864,BULK,2,3,0.0326,196.718,0,0,0,4.4,591
1909,{13465},,400.431358.236625.572493.312905.117864,400.431358.236625.572493.312905.117864.189239,BULK,2,2,0.1342,61.0168,0,0,0,2.6,755
1910,{13464},,400.431358.236625.572493.312905.166782,400.431358.236625.572493.312905.166782,BULK,2,3,0.0759,234.9102,0,0,2.11,3.8,630
1911,{11772},,400.431358.236625.572493.392700,400.431358.236625.572493.392700.024583,BULK,3,4,0.0712,312.1612,0,0,0,2.4,634
1912,{13466},,400.431358.236625.572493.392700,400.431358.236625.572493.392700.552687,BULK,2,2,0.1992,130.0183,0,0,0,4.3,747
1913,,{58078},400.431358.236625.572493.392700.024583,400.431358.236625.572493.392700.024583,BULK,1,1,0.0277,0,0,0,0,0.87,612
1914,{11771},,400.431358.236625.572493.443586,400.431358.236625.572493.443586,BULK,1,1,0.0411,0,0,0,0,0.7,612
1915,"{11770,13468}","{58144,58144}",400.431358.236625.572493.486351,400.431358.236625.572493.486351,BULK,1,1,0.1529,0,0,0,0,2.05,716
1916,{11768},,400.431358.236625.572493.591448,400.431358.236625.572493.591448.219583,BULK,2,3,0.0427,189.4837,0,0,3.11,1.2,798
1917,{13469},,400.431358.236625.572493.754884,400.431358.236625.572493.754884,BULK,2,4,0.0398,128.7927,0,0,0,1.5,652
1918,,{57997},400.431358.236625.573321,400.431358.236625.573321,BULK,1,1,0.00565,0,0,0,31.38,0.8,573
1919,,{58227},400.431358.236625.603380,400.431358.236625.603380,BULK,1,1,0.13705,0,0,0,31.38,0.93,591
1920,,{57977},400.431358.236625.664669,400.431358.236625.664669,BULK,1,1,0.2901,0,0,0,0,1,592
1921,,{57978},400.431358.236625.668177,400.431358.236625.668177,BULK,3,5,0.0061,665.7657,12.35,0,44.83,3.5,574
1922,"{11506,11506}","{57982,58004}",400.431358.236625.668177.293757,400.431358.236625.668177.293757,BULK,2,3,0.03426666666666667,90.2519,0.06,0,44.83,1.5,602
1923,,{57985},400.431358.236625.837356,400.431358.236625.837356.367584,BULK,1,1,0.2622,0,0,0,0,0.5,857
1924,,{57986},400.431358.236625.837356.367584,400.431358.236625.837356.367584,BULK,2,3,0.137,26.1108,0,0,0,0.7,835
1925,,{57984},400.431358.236625.857026,400.431358.236625.857026,BULK,2,3,0.0876,42.0175,0,0,0,0.7,817
1926,,{57944},400.431358.237852,400.431358.237852,BULK,5,182,0.0087,11987.4751,25.08,0,171.16,15,560
1927,{4515},,400.431358.237852,400.431358.237852.441643,BULK,5,87,0,5824.739,21.88,0,106.06,5.5,547
1928,{8160},,400.431358.237852,400.431358.237852.622498,BULK,4,38,0.0923,1562.9968,5.63,0,0,17.7,733
1929,{13295},{58043},400.431358.237852.107314,400.431358.237852.107314,BULK,3,11,0.026433333333333336,792.2954,0,0,1.59,5.9,564
1930,"{57413,65774}",,400.431358.237852.107314,400.431358.237852.107314.218815,BULK,3,7,0.0465,426.1052,0,0,0,2.36,586
1931,,"{58031,58030}",400.431358.237852.107314,400.431358.237852.107314.490746,BULK,2,4,0.0299,104.3452,0,0,0,1.59,597
1932,,{58018},400.431358.237852.107314,400.431358.237852.107314.785321,BULK,1,1,0.1754,0,0,0,0,0.6,684
1933,,"{58042,58040}",400.431358.237852.107314.218815,400.431358.237852.107314.218815,BULK,2,4,0.038,115.5299,0,0,0.85,0.85,579
1934,,{58036},400.431358.237852.107314.218815.768767,400.431358.237852.107314.218815.768767,BULK,1,1,0.021100000000000004,0,0,0,0.85,0.57,587
1935,,{58035},400.431358.237852.107314.218815.818154,400.431358.237852.107314.218815.818154,BULK,1,1,0.0154,0,0,0,0,0.67,588
1936,,{58032},400.431358.237852.107314.490746,400.431358.237852.107314.490746,BULK,2,3,0.048100000000000004,165.191,0,0,0,1.47,615
1937,,{58019},400.431358.237852.107314.490746,400.431358.237852.107314.490746.370686,BULK,1,1,0.1602,0,0,0,0,0.86,675
1938,,{58017},400.431358.237852.107314.766379,400.431358.237852.107314.766379,BULK,1,1,0.1876,0,0,0,0,2.1,638
1939,,{58016},400.431358.237852.107314.785321,400.431358.237852.107314.785321.593470,BULK,1,1,0.1698,0,0,0,0,0.5,627
1940,{10150},,400.431358.237852.158972,400.431358.237852.158972.265652,BULK,3,32,0.0523,1345.1269,2.24,0,0,5.7,617
1941,,{58033},400.431358.237852.158972.265652,400.431358.237852.158972.265652,BULK,1,1,0.0514,0,0,0,0,0.57,596
1942,,"{58020,58021}",400.431358.237852.158972.391568,400.431358.237852.158972.391568,BULK,1,1,0.1841,0,0,0,0,1.22,744
1943,"{57414,65775}",,400.431358.237852.158972.421606,400.431358.237852.158972.421606,BULK,2,4,0.1523,89.8976,0,0,0,1.83,667
1944,{8654},,400.431358.237852.158972.425976,400.431358.237852.158972.425976.259298,BULK,2,5,0.1434,186.508,0,0,0,3.5,807
1945,,"{57937,57934,57936,57935}",400.431358.237852.196799,400.431358.237852.196799,BULK,1,1,0.01985,0,0.22,0,0,1.05,550
1946,,"{57926,57927}",400.431358.237852.215001,400.431358.237852.215001,BULK,1,1,0.0201,0,0,0,0,1.4,567
1947,,{57933},400.431358.237852.272899,400.431358.237852.272899,BULK,2,2,0.00155,386.0157,0.1,0,40.77,0.6,549
1948,,{57925},400.431358.237852.347471,400.431358.237852.347471,BULK,3,11,0.0155,908.2235,0,0,0,1.6,557
1949,,{57921},400.431358.237852.347471,400.431358.237852.347471.273774,BULK,2,5,0.0674,438.5506,0,0,0,0.7,595
1950,,{58141},400.431358.237852.347471,400.431358.237852.347471.574665,BULK,2,3,0.107,216.5238,0,0,0,2.95,778
1951,,{58142},400.431358.237852.347471.652913,400.431358.237852.347471.652913,BULK,1,1,0.0855,0,0,0,0,0.84,730
1952,,{57931},400.431358.237852.349713,400.431358.237852.349713,BULK,1,1,0.0209,0,0,0,0,0.9,547
1953,,"{57924,57919,57923}",400.431358.237852.394278,400.431358.237852.394278,BULK,1,1,0.01865,0,0,0,3.44,1.2,568
1954,"{10197,8659}",,400.431358.237852.410773,400.431358.237852.410773.041474,BULK,3,28,0.0833,793.9792,0.3,0,0,5.35,654
1955,,{57917},400.431358.237852.422998,400.431358.237852.422998,BULK,2,2,0.01515,71.3269,0,0,16.64,1.2,546
1956,,{57916},400.431358.237852.441643,400.431358.237852.441643,BULK,1,1,0.0151,0,0.18,0,16.64,0.9,544
1957,{8657},,400.431358.237852.484634,400.431358.237852.484634.204505,BULK,3,10,0.000825,1078.1644,0.38,0,66.74,3.1,545
1958,,{57911},400.431358.237852.484634,400.431358.237852.484634.729261,BULK,1,1,0.0166,0,0,0,14.9,1.3,560
1959,,"{57915,57943}",400.431358.237852.484634.153250,400.431358.237852.484634.153250,BULK,1,1,0.03524,0,15.74,0,20.18,0.4,544
1960,"{4517,10200}",,400.431358.237852.484634.204505,400.431358.237852.484634.204505.439043,BULK,3,22,0.0789,801.3197,0,0,0,17.85,705
1961,,{57900},400.431358.237852.484634.204505.695614,400.431358.237852.484634.204505.695614,BULK,1,1,0.6039,0,0,0,0,0.8,814
1962,"{8151,8151}","{57914,57912}",400.431358.237852.484634.459069,400.431358.237852.484634.459069,BULK,2,4,0.00945,358.6597,0.19,0,19.96,1.8,538
1963,,{57899},400.431358.237852.484634.459069.856485,400.431358.237852.484634.459069.856485.132923,BULK,1,1,0.00285,0,0,0,0.95,1.6,528
1964,,{123744},400.431358.240890,400.431358.240890,BULK,2,6,0.01025,510.3067,0.67,0,25.3,1.65,554
1965,"{1764,1764}","{123740,123743}",400.431358.256889,400.431358.256889.069076,BULK,3,18,0.036033333333333334,1111.1886,0,0,44.24,4,566
1966,{11743},,400.431358.256889,400.431358.256889.311145,BULK,3,12,0.0982,646.8601,0,0,6.69,3.3,622
1967,,"{123736,123737}",400.431358.256889.292793,400.431358.256889.292793.363502,BULK,1,1,0.1425,0,0,0,0,1.35,652
1968,,{123738},400.431358.256889.292793.363502,400.431358.256889.292793.363502,BULK,1,1,0.152,0,0,0,0,0.33,651
1969,{4518},{123725},400.431358.263735,400.431358.263735,BULK,3,8,0.05655,635.571,0,0,4.54,5,554
1970,,{123727},400.431358.263735,400.431358.263735.117675,BULK,3,6,0.0571,455.5931,0,0,4.32,1.55,574
1971,,{123730},400.431358.263735,400.431358.263735.354273,BULK,2,2,0.1528,139.5429,0,0,0,2.23,635
1972,,{123732},400.431358.263735,400.431358.263735.685796,BULK,1,1,0.0993,0,0,0,0,0.71,714
1973,,{123726},400.431358.263735.117675,400.431358.263735.117675.106204,BULK,1,1,0.0773,0,0,0,0,0.45,592
1974,,{123729},400.431358.263735.354273,400.431358.263735.354273.210560,BULK,2,3,0.1375,129.5573,0,0,3.65,5.15,640
1975,,{123731},400.431358.263735.354273.819014,400.431358.263735.354273.819014,BULK,1,1,0.0782,0,0,0,0,1.25,690
1976,,{123733},400.431358.263735.685796,400.431358.263735.685796,BULK,1,1,0.1181,0,0,0,0,1.36,698
1977,"{1765,4519}",,400.431358.273988,400.431358.273988,BULK,5,315,0.0153,16542.9249,75.61,0,314.43,16,582
1978,{11930},,400.431358.273988,400.431358.273988.280780,BULK,5,193,0.0339,10228.9613,69.73,0,73.17,16,726
1979,{13380},,400.431358.273988,400.431358.273988.673089,BULK,4,56,0.0266,2887.1405,64.61,0,11.87,9.6,885
1980,"{13456,13457}",,400.431358.273988,400.431358.273988.922085,BULK,2,5,0.04536,462.7097,21.92,0,0,3.75,1066
1981,,"{58335,58332,58333}",400.431358.273988.177121,400.431358.273988.177121,BULK,1,1,0.154,0,0,0,0,0.25,722
1982,,{58337},400.431358.273988.183990,400.431358.273988.183990.186472,BULK,1,1,0.06655,0,0,0,0.29,1,736
1983,,{58336},400.431358.273988.183990.186472,400.431358.273988.183990.186472,BULK,1,1,0.1997,0,0,0,0,0.28,705
1984,,{58338},400.431358.273988.250445.589161,400.431358.273988.250445.589161,BULK,1,1,0.142,0,0,0,0,0.78,711
1985,"{11927,11928}",,400.431358.273988.280780,400.431358.273988.280780.409314,BULK,4,37,0.0425,2218.2025,1.05,0,217.7,8.55,840
1986,{11931},,400.431358.273988.280780,400.431358.273988.280780.615498,BULK,3,12,0.0714,863.3915,0.37,0,181.48,2,872
1987,{11932},,400.431358.273988.280780,400.431358.273988.280780.639586,BULK,3,10,0.0486,749.5264,0.37,0,181.48,4.5,886
1988,,{58303},400.431358.273988.280780.163485,400.431358.273988.280780.163485.452349,BULK,2,2,0.1649,53.3452,0,0,0,1.07,815
1989,,{58301},400.431358.273988.280780.163485.452349,400.431358.273988.280780.163485.452349.302668,BULK,1,1,0.1387,0,0,0,0,0.5,832
1990,,{58331},400.431358.273988.280780.221177,400.431358.273988.280780.221177,BULK,1,1,0.05383333333333334,0,0,0,6.32,0.85,780
1991,,{58330},400.431358.273988.280780.257092,400.431358.273988.280780.257092.128139,BULK,1,1,0.1563,0,0,0,0,0,793
1992,,{58329},400.431358.273988.280780.336086,400.431358.273988.280780.336086.332133,BULK,1,1,0.0833,0,0,0,0,0.87,831
1993,,{58328},400.431358.273988.280780.336086.332133,400.431358.273988.280780.336086.332133,BULK,1,1,0.2191,0,0,0,0,0,835
1994,{8263},,400.431358.273988.280780.405637,400.431358.273988.280780.405637.627105,BULK,1,1,0.022875,0,0.07,0,1.8,0.7,870
1995,,{58304},400.431358.273988.280780.405637.338350,400.431358.273988.280780.405637.338350,BULK,1,1,0.162,0,0,0,0,0.36,828
1996,{11929},,400.431358.273988.280780.409314,400.431358.273988.280780.409314,BULK,3,25,0.0865,1104.5004,4.6,0,13.45,10.5,832
1997,{11747},,400.431358.273988.280780.409314,400.431358.273988.280780.409314.633012,BULK,2,4,0.0645,207.7374,0.52,0,5.77,2.6,945
1998,,{58307},400.431358.273988.280780.454429,400.431358.273988.280780.454429.571515,BULK,1,1,0.1062,0,0,0,0,0,867
1999,,{58306},400.431358.273988.280780.454429.571515,400.431358.273988.280780.454429.571515,BULK,1,1,0.2011,0,0,0,0,0.63,862
2000,,{58314},400.431358.273988.280780.458297,400.431358.273988.280780.458297,BULK,1,1,0.1993,0,0,0,0,0.83,841
2001,,{58308},400.431358.273988.280780.468536,400.431358.273988.280780.468536,BULK,1,1,0.1663,0,0,0,0,0.5,857
2002,,"{58318,58321}",400.431358.273988.280780.469300,400.431358.273988.280780.469300,BULK,1,1,0.10913333333333335,0,0.13,0,0,0.49,858
2003,{10192},,400.431358.273988.280780.478422,400.431358.273988.280780.478422,BULK,2,2,0.1069,108.7799,0,0,0.54,2,873
2004,,"{58313,58319,58317,58316}",400.431358.273988.280780.538946,400.431358.273988.280780.538946,BULK,1,1,0.06883333333333334,0,0,0,0.41,0.45,874
2005,,{58312},400.431358.273988.280780.568397.045633,400.431358.273988.280780.568397.045633,BULK,1,1,0.1639,0,0,0,0,0,877
2006,,{58327},400.431358.273988.280780.568397.171564,400.431358.273988.280780.568397.171564,BULK,1,1,0.087,0,0,0,0.16,0,875
2007,,{58326},400.431358.273988.280780.568397.188166,400.431358.273988.280780.568397.188166,BULK,2,2,0.13,24.9411,0,0,0,0.57,886
2008,,{58325},400.431358.273988.280780.568397.286321,400.431358.273988.280780.568397.286321,BULK,1,1,0.1641,0,0,0,0,0.33,887
2009,,{58311},400.431358.273988.280780.588194,400.431358.273988.280780.588194,BULK,1,1,0.1541,0,0,0,0,0.83,880
2010,,{58300},400.431358.273988.302650,400.431358.273988.302650,BULK,1,1,0.1374,0,0,0,0,0,725
2011,{8572},,400.431358.273988.317192,400.431358.273988.317192.163100,BULK,3,12,0.0766,647.637,0,0,0,1.3,736
2012,,"{58297,58296}",400.431358.273988.317192.058239,400.431358.273988.317192.058239,BULK,1,1,0.1147,0,0,0,0,0,730
2013,,{58299},400.431358.273988.317192.163100,400.431358.273988.317192.163100,BULK,1,1,0.1512,0,0,0,0,0,746
2014,,{58295},400.431358.273988.327841,400.431358.273988.327841,BULK,2,2,0.08813333333333334,86.7437,0,0,0,0.87,741
2015,{8577},,400.431358.273988.367787,400.431358.273988.367787,BULK,4,24,0.0897,1003.3565,0,0,6.91,1,725
2016,,{123769},400.431358.273988.367787.170311,400.431358.273988.367787.170311,BULK,1,1,0.1094,0,0,0,0,0.5,772
2017,,{123766},400.431358.273988.367787.234756,400.431358.273988.367787.234756.531195,BULK,1,1,0.0835,0,0,0,2.35,0.67,801
2018,,{123764},400.431358.273988.367787.234756.107080,400.431358.273988.367787.234756.107080.104931,BULK,1,1,0.0696,0,0,0,0,0.59,757
2019,,{123763},400.431358.273988.395313,400.431358.273988.395313,BULK,1,1,0.1322,0,0,0,0,0.45,746
2020,,{123762},400.431358.273988.454548,400.431358.273988.454548.062140,BULK,1,1,0.0908,0,0,0,0,0.63,758
2021,{13375},,400.431358.273988.506822,400.431358.273988.506822.159669,BULK,3,10,0.041166666666666664,651.0415,0.26,0,13.38,4,798
2022,{8183},,400.431358.273988.518653,400.431358.273988.518653.127737,BULK,3,12,0.0789,700.6812,2.36,0,0,4.4,889
2023,{8184},,400.431358.273988.518653,400.431358.273988.518653.629963,BULK,2,4,0.043,250.6067,2.09,0,0,4.8,1089
2024,{13383},,400.431358.273988.673089,400.431358.273988.673089,BULK,3,7,0.1696,218.5165,0,0,0,1.5,910
2025,{13455},,400.431358.273988.832268,400.431358.273988.832268,BULK,3,10,0.2046,376.5196,0,0,0,4.3,983
2026,{13459},,400.431358.273988.846956,400.431358.273988.846956.054743,BULK,2,2,0.3558,181.7712,0,0,0,3.3,1006
2027,,{123721},400.431358.279649,400.431358.279649,BULK,2,2,0.0824,148.2463,0,0,0,1.16,531
2028,,{123723},400.431358.283136,400.431358.283136.041386,BULK,3,17,0.0609,1037.3872,0.1,0,2.89,3.08,547
2029,{1766},,400.431358.283136,400.431358.283136.066073,BULK,3,14,0.0611,609.7496,0.1,0,2.89,5,559
2030,,{123722},400.431358.283136.041386,400.431358.283136.041386,BULK,1,1,0.0512,0,0,0,0,1.38,550
2031,"{4520,11542}","{123720,123720}",400.431358.286485,400.431358.286485.020407,BULK,2,9,0.06755,569.513,1.62,0,7.69,2.85,551
2032,,{123724},400.431358.286485.020407,400.431358.286485.020407,BULK,1,1,0.0778,0,0,0,0,1.53,618
2033,{11543},,400.431358.286485.207322,400.431358.286485.207322,BULK,1,1,0.052116666666666665,0,1.62,0,0.52,1,599
2034,"{11544,11544,1767,1767}","{123717,123719,123717,123719}",400.431358.299612,400.431358.299612,BULK,3,5,0.029400000000000003,423.8079,0,0,5.82,1.8,556
2035,"{11539,11539,11539,4521,4521,4521}","{123716,124170,123715,123716,124170,123715}",400.431358.304362,400.431358.304362,BULK,3,9,0.02565,1053.6423,0,0,2.72,4,552
2036,{8266},,400.431358.304362.471208,400.431358.304362.471208.427649,BULK,1,1,0.07475,0,0,0,1.09,0.5,775
2037,{1768},,400.431358.307489,400.431358.307489,BULK,4,112,0.04165,10742.263,16.37,0.12,31.69,13,534
2038,{4522},,400.431358.307489,400.431358.307489.221395,BULK,4,95,0.0238,7811.2969,16.18,0,24.25,15,534
2039,{1769},,400.431358.307489,400.431358.307489.445918,BULK,4,89,0.0327,6400.7022,16.18,0,8.7,10,652
2040,,{123699},400.431358.307489,400.431358.307489.471941,BULK,4,87,0.0356,6075.124,16.18,0,8.7,0.64,612
2041,,{123697},400.431358.307489,400.431358.307489.516638,BULK,4,82,0.03455,5531.4681,16.18,0,7.81,1.77,649
2042,{41},,400.431358.307489,400.431358.307489.630841,BULK,4,72,0.0657,4392.2976,16.18,0,7.81,5,806
2043,"{42,11522}",,400.431358.307489,400.431358.307489.655758,BULK,4,70,0.0377,4019.3337,16.18,0,5.91,7.7,833
2044,{8178},,400.431358.307489,400.431358.307489.805067,BULK,3,26,0.0982,1300.8419,10.05,0,5.91,6.5,980
2045,,"{124177,58362}",400.431358.307489.085159,400.431358.307489.085159,BULK,1,1,0.0821,0,0,0,0,0.76,568
2046,,"{58365,58364}",400.431358.307489.128926,400.431358.307489.128926.349059,BULK,1,1,0.0825,0,0,0,0,0.41,569
2047,,"{58361,123711}",400.431358.307489.180532,400.431358.307489.180532,BULK,2,2,0.05316666666666667,87.6917,0,0,1.15,2.3,561
2048,,"{123709,123710}",400.431358.307489.180532,400.431358.307489.180532.724825,BULK,1,1,0.1436,0,0,0,0,0.98,581
2049,,{58360},400.431358.307489.181968,400.431358.307489.181968,BULK,3,5,0.0489,1035.6701,0,0,5.46,2.95,545
2050,{11548},{58370},400.431358.307489.181968,400.431358.307489.181968.042049,BULK,2,2,0.0897,486.3896,0,0,5.46,1.3,584
2051,{8264},,400.431358.307489.181968,400.431358.307489.181968.335065,BULK,1,1,0.055600000000000004,0,0,0,5.46,0.6,725
2052,,{123708},400.431358.307489.181968.042049,400.431358.307489.181968.042049.284359,BULK,1,1,0.1184,0,0,0,0,1.32,603
2053,,{58369},400.431358.307489.181968.042049.284359,400.431358.307489.181968.042049.284359,BULK,1,1,0.1087,0,0,0,0,0,567
2054,,{123713},400.431358.307489.221395,400.431358.307489.221395,BULK,2,4,0.01125,547.0146,0,0.12,0,1.24,536
2055,,{58367},400.431358.307489.221395,400.431358.307489.221395.231494,BULK,2,3,0.0424,338.9669,0,0.12,0,0.5,536
2056,,"{123705,58366}",400.431358.307489.221395,400.431358.307489.221395.255774,BULK,2,2,0.0598,141.1333,0,0.07,0,0.58,538
2057,,{123707},400.431358.307489.221395,400.431358.307489.221395.452211,BULK,1,1,0.0771,0,0,0,0,0.45,561
2058,,{58368},400.431358.307489.221395.231494,400.431358.307489.221395.231494,BULK,1,1,0.1004,0,0,0,0,0,564
2059,,{123706},400.431358.307489.221395.452211,400.431358.307489.221395.452211,BULK,1,1,0.04215,0,0,0.07,0,1.55,544
2060,{11526},{123700},400.431358.307489.471941,400.431358.307489.471941,BULK,2,2,0.0993,265.817,0,0,0,1.8,594
2061,{11520},{123696},400.431358.307489.529728,400.431358.307489.529728,BULK,1,1,0.0746,0,0,0,0,2.6,706
2062,{11519},{123695},400.431358.307489.558724,400.431358.307489.558724,BULK,2,2,0.1339,222.433,0,0,0,2.4,711
2063,{8188},,400.431358.307489.720407,400.431358.307489.720407.364030,BULK,3,8,0.0352,558.333,2.35,0,0,5,1019
2064,{8175},,400.431358.307489.758719,400.431358.307489.758719,BULK,2,2,0.3199,60.0164,0.29,0,0,1.5,1003
2065,{8142},,400.431358.307489.805067.384982,400.431358.307489.805067.384982,BULK,1,1,0.057249999999999995,0,2.47,0,0,1,1083
2066,{8182},,400.431358.307489.879280,400.431358.307489.879280.046965,BULK,2,4,0.12495,231.8809,8.5,0,0,5.1,1132
2067,{33},,400.431358.319200,400.431358.319200.099806,BULK,6,255,0.0156,24651.7971,67.92,0.23,514.71,35,501
2068,{34},,400.431358.319200,400.431358.319200.169118,BULK,6,244,0.02,23463.2623,67.92,0.08,510.25,15,501
2069,{43},,400.431358.319200,400.431358.319200.447286,BULK,5,128,0.0016,12385.5047,39.25,0,394.25,9,553
2070,"{13263,49943}",,400.431358.319200,400.431358.319200.692704,BULK,4,73,0.021,5073.5303,26.52,0,25.59,6.64,628
2071,"{44,10922}",,400.431358.319200,400.431358.319200.851953,BULK,3,12,0.0332,917.0824,0.88,0,2.61,9.5,752
2072,{8193},,400.431358.319200,400.431358.319200.919668,BULK,2,4,0.1115,323.5446,0.23,0,0,3.5,903
2073,,"{57819,57818,57817}",400.431358.319200.054677,400.431358.319200.054677,BULK,2,2,0.0476,20.6507,0.13,0,0,0.87,511
2074,,{57814},400.431358.319200.063841,400.431358.319200.063841,BULK,1,1,0.022225,0,0.46,0,0.79,0.8,504
2075,,{57816},400.431358.319200.068501,400.431358.319200.068501,BULK,2,4,0.0174,352.5553,0,0,0,1.2,506
2076,,{57824},400.431358.319200.068501,400.431358.319200.068501.210319,BULK,2,2,0.04935,50.892,0,0,0,0.8,516
2077,,{57821},400.431358.319200.068501.121779,400.431358.319200.068501.121779,BULK,1,1,0.0149,0,0,0,0,0.35,506
2078,,{57802},400.431358.319200.099806,400.431358.319200.099806,BULK,2,2,0.005525,386.9609,9.6,0,11.07,1.5,494
2079,,"{57806,57807,57805,57809,57804,57808}",400.431358.319200.099806,400.431358.319200.099806.227529,BULK,1,1,0.009274999999999999,0,9.6,0,11.07,1.01,495
2080,,{57803},400.431358.319200.099806.227529,400.431358.319200.099806.227529,BULK,1,1,0.04355,0,0,0,0,0,500
2081,,{58322},400.431358.319200.121751,400.431358.319200.121751.137314,BULK,3,5,0.0332,291.302,0,0.15,0.35,0.43,510
2082,,{57822},400.431358.319200.121751.040744,400.431358.319200.121751.040744,BULK,1,1,0.01864,0,0,0,4.11,0,507
2083,,"{57826,57827}",400.431358.319200.121751.499589,400.431358.319200.121751.499589,BULK,2,2,0.0449,72.399,0,0,0,1.59,514
2084,,{57810},400.431358.319200.152609,400.431358.319200.152609,BULK,1,1,0.0479,0,0,0,0,0.8,502
2085,,{57813},400.431358.319200.169118,400.431358.319200.169118.140377,BULK,1,1,0.0803,0,0,0,0,1.6,508
2086,,{57811},400.431358.319200.252611.359318,400.431358.319200.252611.359318.152498,BULK,1,1,0.0138,0,0.29,0,0,2.1,501
2087,"{45,11496}",,400.431358.319200.259997,400.431358.319200.259997.341415,BULK,4,54,0.0266,2377.1414,8.85,0,2.46,10.5,578
2088,{8186},,400.431358.319200.259997,400.431358.319200.259997.847216,BULK,2,3,0.0328,243.351,0.45,0,0,3.5,1054
2089,,{57829},400.431358.319200.259997.078583,400.431358.319200.259997.078583,BULK,1,1,0.030833333333333334,0,0,0,6.02,1.1,531
2090,"{11500,11500,46,46}","{57836,57834,57836,57834}",400.431358.319200.259997.147067,400.431358.319200.259997.147067.090786,BULK,3,9,0.0482,893.2852,0,0,0,3.95,614
2091,{8187},,400.431358.319200.259997.147067,400.431358.319200.259997.147067.395504,BULK,3,8,0.1193,428.9088,0,0,0,5.4,804
2092,,{57831},400.431358.319200.259997.147067.032619,400.431358.319200.259997.147067.032619,BULK,2,3,0.0565,243.8998,0,0,37.65,2.9,540
2093,,"{57833,57832}",400.431358.319200.259997.147067.054211,400.431358.319200.259997.147067.054211.019776,BULK,1,1,0.0574,0,0,0,0,1.2,573
2094,,{57835},400.431358.319200.259997.147067.090786,400.431358.319200.259997.147067.090786,BULK,3,9,0.0355,991.8599,0,0,0,3,544
2095,,{57837},400.431358.319200.259997.147067.090786,400.431358.319200.259997.147067.090786.064237,BULK,3,6,0.0361,741.7342,0,0,0,3.6,563
