channel_width_id,stream_sample_site_ids,stream_crossing_ids,wscode_ltree,localcode_ltree,watershed_group_code,stream_order,stream_magnitude,gradient,upstream_area_ha,upstream_lake_ha,upstream_reservoir_ha,upstream_wetland_ha,channel_width_measured,map,Exclude,Reason
1748,{11853},,400.431358.184601,400.431358.184601.524172,BULK,4,43,0.0461,2986.6579,4.23,0,90.47,14,879,,
1577,{54806},,400.431358.079962.441999.078553,400.431358.079962.441999.078553.317178,BULK,4,47,0.0568,2963.0003,0.24,0,8.52,12.33,830,,
3207,{73557},,400.431358.918528.313709,400.431358.918528.313709.680018,BULK,4,35,0.0212,2913.8187,26.56,104.53,113.2,7.12,682,,
1923,{13380},,400.431358.273988,400.431358.273988.673089,BULK,4,56,0.0266,2887.1405,64.61,0,11.87,9.6,885,,
1536,,{124420},400.431358.007243,400.431358.007243.094722,BULK,4,34,0.0496,2861.4676,9.26,0,48.48,5.1,568,,
1692,,{124447},400.431358.085514,400.431358.085514.145957,BULK,4,69,0.0611,2808.4673,17.15,0,12.74,6.77,591,,
2387,{10226},,400.431358.415251.466333,400.431358.415251.466333.416291,BULK,4,65,0.0257,2767.6629,5.32,0,6.88,14.2,873,,
2512,,{58161},400.431358.463313,400.431358.463313.180847,BULK,4,18,0.00865,2761.3787,181.39,0,4.78,2.22,469,,
2460,{8295},,400.431358.415251.700137,400.431358.415251.700137.383031,BULK,3,50,0.025625,2745.0141,0.47,0,0,22.8,874,,
2292,{8632},,400.431358.415251.310152,400.431358.415251.310152,BULK,4,49,0.0238,2728.2915,1.89,0,3.81,2.7,554,,
2159,{49504},{123486},400.431358.384842,400.431358.384842.081271,BULK,3,14,0.0304,2698.7642,0.54,0,6.81,5.18,494,,
2620,,{123382},400.431358.506488,400.431358.506488.441748,BULK,4,40,0.0233,2635.8098,37.62,0,29.34,1.6,515,,
2202,{8554},,400.431358.415251.107412.051747.493786.341355,400.431358.415251.107412.051747.493786.341355.080720,BULK,3,47,0.0379,2628.4883,9.16,0,2.7,2.5,689,,
1654,"{11180,11134}",,400.431358.079962.441999.484587,400.431358.079962.441999.484587,BULK,4,31,0.0281,2613.3894,5.04,0,49.28,10.75,680,,
2445,"{8613,1735,63862}",,400.431358.415251.593369,400.431358.415251.593369,BULK,4,48,0.0368,2573.5168,0.71,0,0,9.32,807,,
1542,,"{124427,124429,124428}",400.431358.017316,400.431358.017316,BULK,3,21,0.021225,2531.7724,11.44,0,11.63,2.24,575,,
2676,{31169},,400.431358.554646,400.431358.554646.616827,BULK,4,88,0.0298,2512.6786,4.34,0,0,10.53,890,,
3109,,{197664},400.431358.694148,400.431358.694148,BULK,4,37,0.0313,2453.4196,28.8,0,11.36,4.7,436,,
1581,{8215},,400.431358.079962.441999.137002,400.431358.079962.441999.137002.358380,BULK,3,38,0.0276,2426.7897,21.37,0,11.85,6.9,786,,
2446,{63863},,400.431358.415251.593369,400.431358.415251.593369.326408,BULK,4,46,0.0428,2406.0571,0.71,0,0,8.42,967,,
3039,,{197640},400.431358.623573.329057,400.431358.623573.329057,BULK,2,8,0.0347,2390.7079,1.47,0,129.43,5.1,515,,
2032,"{45,11496}",,400.431358.319200.259997,400.431358.319200.259997.341415,BULK,4,54,0.0266,2377.1414,8.85,0,2.46,10.5,578,,
2447,{63864},,400.431358.415251.593369,400.431358.415251.593369.343022,BULK,4,45,0.0509,2329.8809,0.71,0,0,11.68,1040,,
1566,{145},,400.431358.079962.274790.696275,400.431358.079962.274790.696275,BULK,5,149,0.0487,2328.2604,5.97,0,0,9,834,,
2143,,"{58162,123499}",400.431358.359172,400.431358.359172,BULK,3,12,0.006766667,2302.3515,101.01,0,49.98,1.75,490,,
1543,,{124443},400.431358.017316,400.431358.017316.153523,BULK,3,19,0.0191,2275.4905,11.44,0,10.46,1.91,588,,
1567,{10384},,400.431358.079962.274790.696275,400.431358.079962.274790.696275.103544,BULK,5,148,0.0447,2233.5894,5.97,0,0,5.9,848,,
1929,"{11927,11928}",,400.431358.273988.280780,400.431358.273988.280780.409314,BULK,4,37,0.0425,2218.2025,1.05,0,217.7,8.55,840,,
2359,"{1695,10240}",,400.431358.415251.382286.614093,400.431358.415251.382286.614093.550621,BULK,4,58,0.014,2206.0342,3.8,0,0,20.85,1150,,
2448,{8612},,400.431358.415251.593369,400.431358.415251.593369.400273,BULK,4,42,0.037,2203.9757,0.23,0,0,4.6,1077,,
1775,,{58068},400.431358.218821.115796,400.431358.218821.115796,BULK,3,13,0.0341,2202.501,48.21,0,70.25,3,574,,
2629,,{57793},400.431358.515992,400.431358.515992.045966,BULK,3,17,0.0344,2165.3509,29.1,0,34.2,6.4,466,,
3226,{69334},,400.431358.918528.419839,400.431358.918528.419839,BULK,3,19,0.01845,2153.9803,654.28,0,21.71,3.12,524,,
2656,{31184},,400.431358.549072.582667,400.431358.549072.582667.391058,BULK,4,61,0.0496,2138.3646,35.75,0,0,9.13,861,,
2465,{8306},,400.431358.415251.920068,400.431358.415251.920068.040736,BULK,3,10,0.08195,2103.886,8.98,0,0,30,1002,,
2663,{63167},,400.431358.549915,400.431358.549915,BULK,4,25,0.0178,2041.4314,4.54,0,32.47,4.03,434,,
3040,{56130},,400.431358.623573.329057,400.431358.623573.329057.218147,BULK,2,6,0.0246,2034.6984,1.47,0,120.67,2.58,528,,
3193,{30037},,400.431358.820938,400.431358.820938.600233,BULK,4,27,0.0033,1995.8481,611.69,0,59.33,1.98,524,,
3104,{30022},,400.431358.691053,400.431358.691053.714944,BULK,4,24,0.0121,1992.2114,5.5,0,52.31,2.77,556,,
1578,{54807},,400.431358.079962.441999.078553,400.431358.079962.441999.078553.360835,BULK,4,35,0.0527,1991.6016,0.24,0,1.63,11.17,863,,
1544,{4534},{124434},400.431358.017316,400.431358.017316.252393,BULK,3,17,0.0207,1973.4673,11.44,0,10.46,2,601,,
2144,,"{123495,123496}",400.431358.359172,400.431358.359172.076806,BULK,3,11,0.00355,1954.8928,90.54,0,49.98,2.96,487,,
1579,{54808},,400.431358.079962.441999.078553,400.431358.079962.441999.078553.476598,BULK,4,34,0.0542,1936.5642,0.24,0,1.63,14,873,,
2407,{11983},,400.431358.415251.528811,400.431358.415251.528811.342635,BULK,5,51,0.0531,1931.9815,6.32,0,10.85,18.2,770,,
1616,{10968},,400.431358.079962.441999.443832,400.431358.079962.441999.443832.870232,BULK,4,34,0.030033333,1907.9495,1.79,0,6.52,5.9,969,,
1908,{11833},,400.431358.256889,400.431358.256889,BULK,3,23,0.0407,1905.4945,0,0,44.49,3.7,557,,
1558,{4544},,400.431358.079962.161010,400.431358.079962.161010.100769,BULK,5,32,0.078,1904.4711,1.37,0,1.13,7,698,,
2388,"{10224,63788}",,400.431358.415251.466333,400.431358.415251.466333.489834,BULK,4,54,0.0405,1903.4246,1.41,0,0.8,7.32,1008,,
3178,"{73538,73537}",,400.431358.815756,400.431358.815756.544149,BULK,4,29,0.0583,1894.4877,11.65,0,118.35,6.74,572,,
1531,{73526},,400.431358,400.431358.972546,BULK,4,23,0.0052,1884.2545,92,0,135.25,2.18,518,,
3042,{56135},,400.431358.623573.444096,400.431358.623573.444096.110315,BULK,3,11,0.0516,1875.9059,0.11,0,36.11,3.2,535,,
3133,{45743},,400.431358.732614.587027,400.431358.732614.587027,BULK,4,39,0.0124,1865.4203,66.89,0,32.19,4.87,675,,
1722,{8623},,400.431358.140529.568358,400.431358.140529.568358.026248,BULK,3,44,0.0468,1804.6691,0.98,0,0,18.9,834,,
2102,"{10167,10091}",,400.431358.319200.742374,400.431358.319200.742374,BULK,3,34,0.0395,1797.1586,22.82,0,4.46,4.1,674,,
2527,{13369},,400.431358.464077,400.431358.464077.512753,BULK,4,33,0.0445,1771.9571,0.87,0,17.2,3.9,515,,
2345,{8604},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.622120,BULK,3,44,0.0042,1735.1199,3.5,0,24.82,7,1137,,
2483,,{123511},400.431358.430066.221014,400.431358.430066.221014.240613,BULK,3,11,0.008,1734.2035,0.13,0,0,3.68,470,,
2118,{38},{58243},400.431358.338841,400.431358.338841.321949,BULK,3,22,0.00455,1728.7019,132.13,0,17.07,6,529,,
2583,,{195290},400.431358.485911.075489,400.431358.485911.075489,BULK,3,13,0.0205,1710.5918,1.92,0,23.71,1.27,441,,
2562,{13519},{124509},400.431358.478149.392435,400.431358.478149.392435.112583,BULK,3,11,0.0454,1677.3168,2.12,0,42.56,4,489,,
2179,{10216},,400.431358.415251.107412.051747,400.431358.415251.107412.051747.776049,BULK,3,20,0.0384,1657.1142,0.7,0,54.05,6.7,726,,
2528,{13372},,400.431358.464077,400.431358.464077.589557,BULK,4,32,0.059,1651.4646,0.87,0,17.2,3.4,526,,
3182,{73540},,400.431358.815756.430006,400.431358.815756.430006.050340,BULK,4,23,0.0432,1649.3234,25.44,0,97.19,5.23,583,,
3147,,"{197653,197659}",400.431358.737582,400.431358.737582.024023,BULK,4,30,0.0492,1637.1129,4.62,0,12.24,2.85,493,,
1619,{11168},,400.431358.079962.441999.443832.179106,400.431358.079962.441999.443832.179106.048828,BULK,3,16,0.0531,1617.4213,0.67,0,9.8,5.8,747,,
1569,{10389},,400.431358.079962.275743,400.431358.079962.275743,BULK,4,62,0.05215,1601.0758,2.42,0,0,7.7,696,,
2360,{10239},,400.431358.415251.382286.614093,400.431358.415251.382286.614093.614821,BULK,4,43,0.019,1597.1944,3.8,0,0,3.7,1158,,
2475,"{11819,11819,11819,11819}","{58159,58158,123544,58151}",400.431358.427289,400.431358.427289,BULK,3,10,0.01735,1590.9526,53.9,0,18.27,2.3,464,,
2240,{13332},,400.431358.415251.212542,400.431358.415251.212542.733749,BULK,4,43,0.0419,1590.2692,0.84,0,0,4.7,890,,
2582,{13391},,400.431358.485911,400.431358.485911.785258,BULK,4,31,0.00625,1574.8178,88.12,0,38.68,3.2,636,,
1872,{8160},,400.431358.237852,400.431358.237852.622498,BULK,4,38,0.0923,1562.9968,5.63,0,0,17.7,733,,
2563,,{195954},400.431358.478149.392435,400.431358.478149.392435.378819,BULK,3,9,0.0239,1556.8859,2.12,0,42.56,3.03,508,,
3029,{65688},,400.431358.623573.185401,400.431358.623573.185401.127020,BULK,3,19,0.0565,1556.8141,7.31,0,13.18,6.28,548,,
1713,{111},,400.431358.135128,400.431358.135128,BULK,3,16,0.03605,1521.5587,1.73,0,1.37,3,571,,
1772,,{123739},400.431358.218821,400.431358.218821.527125,BULK,3,16,0.0703,1511.1021,0.13,0,16.07,0.65,739,,
2103,{10168},,400.431358.319200.742374,400.431358.319200.742374.178866,BULK,3,27,0.0794,1510.2464,22.82,0,4.46,5,768,,
2500,"{11880,11880}","{197667,124501}",400.431358.450642,400.431358.450642,BULK,3,10,0.02755,1488.6874,0.76,0,15.16,5.1,473,,
1816,,{57958},400.431358.236625.192900,400.431358.236625.192900.281893,BULK,4,28,0.0428,1484.7766,0,0,5.16,4.7,636,,
3019,{65676},,400.431358.623573.083900,400.431358.623573.083900.637156,BULK,3,13,0.0459,1478.3518,1.05,0,113.13,4.62,670,,
1725,"{49620,11824}",,400.431358.158442,400.431358.158442.051750,BULK,3,14,0.0934,1469.8619,0.19,0,4.23,5.99,688,,
2157,,"{123760,123761}",400.431358.374101,400.431358.374101,BULK,3,10,0.009584615,1469.7585,15.14,5.35,64.88,1.95,480,,
2088,{8228},,400.431358.319200.625952,400.431358.319200.625952.145734,BULK,3,10,0.0283,1461.5378,5.19,0,21.69,3,590,,
3233,{47116},,400.431358.918528.696695,400.431358.918528.696695,BULK,3,17,0.0238,1457.9341,0.19,0,3.77,4.66,531,,
2160,"{49614,8671,49621,49614,8671,49621}","{123481,123481,123481,123485,123485,123485}",400.431358.384842,400.431358.384842.106484,BULK,2,8,0.0312,1454.6339,0.54,0,2.79,3.72,496,,
2513,{13517},,400.431358.463313,400.431358.463313.382626,BULK,3,11,0.0111,1445.3876,180.24,0,4.78,4.7,476,,
2692,,"{195943,195944}",400.431358.576280,400.431358.576280.147580,BULK,3,16,0.0466,1430.3823,10.57,0,20.59,4.19,440,,
1658,{11151},,400.431358.079962.441999.489656,400.431358.079962.441999.489656.117405,BULK,3,8,0.0072,1422.1081,0.39,0,60.39,3.1,661,,
1624,"{11155,11125}",,400.431358.079962.441999.443832.262058,400.431358.079962.441999.443832.262058.492405,BULK,4,19,0.006528571,1409.996,66.67,0,92.48,2.45,792,,
3134,{48363},{3058},400.431358.732614.587027,400.431358.732614.587027.163259,BULK,4,30,0.0139,1408.5904,53.38,0,29.83,2.54,679,,
2514,,{123434},400.431358.463313,400.431358.463313.574189,BULK,3,10,0.0229,1396.9672,0.3,0,4.78,2.77,482,,
2145,"{8672,8672,8672,8672,8672,8672,8672}","{123498,123490,123491,123492,123489,123501,123488}",400.431358.359172,400.431358.359172.142317,BULK,3,10,0.0057,1384.5596,90.54,0,49.98,3.1,510,,
1884,{10150},,400.431358.237852.158972,400.431358.237852.158972.265652,BULK,3,32,0.0523,1345.1269,2.24,0,0,5.7,617,,
2584,{11956},{195288},400.431358.485911.075489,400.431358.485911.075489.075081,BULK,3,12,0.00858,1341.7495,1.92,0,23.71,4.2,454,,
2378,"{11971,1708}",,400.431358.415251.449382,400.431358.415251.449382,BULK,4,25,0.04495,1320.4826,3.85,0,25.31,3.9,579,,
2044,{47},{58139},400.431358.319200.259997.305607,400.431358.319200.259997.305607,BULK,2,10,0.012842857,1319.4123,9.51,0,5.17,2,567,,
2127,"{40,40}","{58245,58287}",400.431358.338841.321949,400.431358.338841.321949,BULK,3,10,0.0152,1307.4741,0.56,0,0,4,541,,
2410,{11982},,400.431358.415251.528811.342635,400.431358.415251.528811.342635,BULK,3,19,0.0585,1306.4335,1.14,0,5.62,10.9,800,,
1989,{8178},,400.431358.307489,400.431358.307489.805067,BULK,3,26,0.0982,1300.8419,10.05,0,5.91,6.5,980,,
2694,,"{195934,195935}",400.431358.576280.147580,400.431358.576280.147580,BULK,3,7,0.0353,1298.7903,59.91,0,21.17,1.25,421,,
3166,,{3054},400.431358.763808.706575,400.431358.763808.706575.030205,BULK,3,12,0.0336,1295.5422,0.35,0,70.68,3.3,578,,
2161,,{124174},400.431358.384842,400.431358.384842.180193,BULK,2,7,0.009975,1292.5221,0.54,0,2.79,2.52,492,,
3025,"{65682,40866}",,400.431358.623573.083900.336650,400.431358.623573.083900.336650,BULK,4,34,0.0594,1286.995,0.57,0,0.75,3.84,597,,
3228,{69336},,400.431358.918528.567352,400.431358.918528.567352.043152,BULK,4,19,0.0376,1282.7868,0,0,11.88,3.43,529,,
1667,{10876},,400.431358.079962.441999.600348.216478,400.431358.079962.441999.600348.216478,BULK,2,7,0.0091125,1262.5732,3.98,0,178.71,2.2,651,,
1728,{11962},{123805},400.431358.160234,400.431358.160234,BULK,3,7,0.017325,1248.5548,1.85,0,73.5,3.2,575,,
2061,,{57873},400.431358.319200.515081,400.431358.319200.515081.012845,BULK,4,17,0.0242,1244.9224,0.53,0,276.08,5.4,542,,
1561,{10390},,400.431358.079962.274790.133604,400.431358.079962.274790.133604.537089,BULK,3,18,0.04,1240.4836,0.07,0,0.56,2.8,824,,
2529,{13406},,400.431358.464077,400.431358.464077.706061,BULK,4,27,0.0243,1231.5061,0.63,0,12.5,2.3,551,,
1601,{8536},,400.431358.079962.441999.336998.266305,400.431358.079962.441999.336998.266305.044143,BULK,4,33,0.0807,1229.2118,0,0,0,3.1,801,,
2464,{8311},,400.431358.415251.910562,400.431358.415251.910562,BULK,3,20,0.02156,1221.4726,0,0,0,23.1,907,,
2657,{31185},,400.431358.549072.582667,400.431358.549072.582667.614911,BULK,4,36,0.05905,1219.8153,19.18,0,0,7.38,1293,,
2456,{63784},,400.431358.415251.696669.411424,400.431358.415251.696669.411424,BULK,3,21,0.201,1218.5138,5.19,0,0,7.32,1072,,
1735,{8492},,400.431358.181726,400.431358.181726.817916,BULK,3,23,0.0941,1203.697,0.4,0,0,2.2,893,,
2193,{8555},,400.431358.415251.107412.051747.493786,400.431358.415251.107412.051747.493786.341355,BULK,3,26,0.0713,1203.194,0.68,0,0.96,0.9,728,,
1638,{10910},,400.431358.079962.441999.443832.677294,400.431358.079962.441999.443832.677294.163693,BULK,3,13,0.0208,1202.0894,0.85,0,15.46,6,849,,
1685,{11044},,400.431358.079962.441999.941000,400.431358.079962.441999.941000,BULK,3,27,0.0309,1172.4525,1.14,0,126.07,6.8,899,,
1695,,{124463},400.431358.085514.145957,400.431358.085514.145957,BULK,3,7,0.006044444,1170.6936,7.25,0,47.61,1.5,582,,
3055,{38303},,400.431358.623573.718570.268941,400.431358.623573.718570.268941.010823,BULK,3,7,0.0385,1166.1057,0.18,0,13.19,2.13,587,,
2308,{11993},,400.431358.415251.319399,400.431358.415251.319399.253618,BULK,3,19,0.0445,1163.4579,3.07,0,5.04,2.3,626,,
3030,"{40868,65689}",,400.431358.623573.185401,400.431358.623573.185401.344947,BULK,3,16,0.0772,1161.2951,7.07,0,13.18,4.57,580,,
2542,"{8062,8063,8062,8063,8062,8063}","{123417,123417,123416,123416,123418,123418}",400.431358.478149.135879,400.431358.478149.135879.213317,BULK,4,24,0.0125,1154.9973,2.67,0,11.11,4.05,472,,
2347,{13346},,400.431358.415251.382286.565350.036013,400.431358.415251.382286.565350.036013.444907,BULK,4,31,0.0528,1140.8827,11.21,0,0,6.9,1094,,
1746,{8493},,400.431358.181726.651990,400.431358.181726.651990.250815,BULK,4,45,0.0726,1132.1928,0.33,0,0,4.9,863,,
1545,,{124433},400.431358.017316,400.431358.017316.465245,BULK,3,8,0.0116,1123.7698,11.44,0,10.46,0.58,607,,
2664,{31175},,400.431358.549915,400.431358.549915.399093,BULK,3,13,0.0446,1113.2854,3.16,0,13.65,4.63,541,,
2334,{13340},,400.431358.415251.382286,400.431358.415251.382286.852831,BULK,4,45,0.0395,1111.5151,2.3,0,0.97,6.9,1055,,
1719,{8487},,400.431358.140529,400.431358.140529.689884,BULK,3,26,0.0432,1111.4791,8.59,0,0,1,853,,
1909,"{1764,1764}","{123743,123740}",400.431358.256889,400.431358.256889.069076,BULK,3,18,0.036033333,1111.1886,0,0,44.24,4,566,,
1940,{11929},,400.431358.273988.280780.409314,400.431358.273988.280780.409314,BULK,3,25,0.0865,1104.5004,4.6,0,13.45,10.5,832,,
3120,,{197656},400.431358.725554,400.431358.725554,BULK,4,12,0.0092,1096.346,1.74,0,0.66,5,456,,
1749,{11858},,400.431358.184601,400.431358.184601.724215,BULK,3,22,0.033,1095.8039,0.74,0,50,3.9,938,,
3035,"{65701,40872}",,400.431358.623573.252376,400.431358.623573.252376.077139,BULK,3,6,0.052,1087.5065,1.54,0,24.48,2.39,508,,
1901,{8657},,400.431358.237852.484634,400.431358.237852.484634.204505,BULK,3,10,0.000825,1078.1644,0.38,0,66.74,3.1,545,,
2089,"{8224,41978}",,400.431358.319200.625952,400.431358.319200.625952.366856,BULK,3,8,0.002255556,1073.3106,5.19,0,21.69,2.5,629,,
3131,,{3091},400.431358.732614.379558,400.431358.732614.379558,BULK,3,13,0.0445,1069.8188,2.52,0,7.33,3.6,604,,
2698,"{44888,44886,44887,44889,44876,44883,44884,44885}",,400.431358.578967,400.431358.578967,BULK,3,8,0.0024,1069.1923,11.48,0,3.61,9,416,,
2457,{13325},,400.431358.415251.696669.411424,400.431358.415251.696669.411424.116969,BULK,3,19,0.0635,1061.4269,5.19,0,0,14,1148,,
2476,{10362},,400.431358.427289,400.431358.427289.358562,BULK,3,6,0.0782,1058.2279,49.52,0,18.27,4.3,486,,
1980,"{11539,4521,11539,4521,11539,4521}","{124170,124170,123715,123715,123716,123716}",400.431358.304362,400.431358.304362,BULK,3,9,0.02565,1053.6423,0,0,2.72,4,552,,
3179,{30029},,400.431358.815756,400.431358.815756.774533,BULK,3,14,0.01975,1045.784,7.05,0,68.69,1.8,661,,
3211,"{73561,73562}",,400.431358.918528.313709.382228,400.431358.918528.313709.382228,BULK,3,14,0.2691,1045.1549,1.54,0,24.61,3.2,612,,
2484,,{123513},400.431358.430066.221014,400.431358.430066.221014.348816,BULK,3,9,0.0215,1039.0137,0,0,0,1.23,481,,
1973,{11546},{123723},400.431358.283136,400.431358.283136.041386,BULK,3,17,0.0609,1037.3872,0.1,0,2.89,2.3,547,,
1994,,{58360},400.431358.307489.181968,400.431358.307489.181968,BULK,3,5,0.0489,1035.6701,0,0,5.46,2.95,545,,
2229,"{63846,11879}",,400.431358.415251.166356,400.431358.415251.166356,BULK,3,9,0.04785,1032.1038,0.74,0,10.02,3.39,522,,
1580,{54821},,400.431358.079962.441999.078553,400.431358.079962.441999.078553.567525,BULK,3,18,0.0852,1015.9137,0.24,0,1.63,12.75,979,,
2346,{8600},,400.431358.415251.382286.565350,400.431358.415251.382286.565350.776634,BULK,3,25,0.0091,1015.0437,1.34,0,14.03,2.5,1258,,
2440,{11940},,400.431358.415251.583560,400.431358.415251.583560.089804,BULK,3,17,0.029675,1003.4786,3.43,0,90.04,9.6,632,,
1959,{8577},,400.431358.273988.367787,400.431358.273988.367787,BULK,4,24,0.0897,1003.3565,0,0,6.91,1,725,,
2194,"{63855,63856}",,400.431358.415251.107412.051747.493786,400.431358.415251.107412.051747.493786.458921,BULK,3,24,0.1137,998.6394,0.6,0,0.96,7.33,783,,
2039,,{57835},400.431358.319200.259997.147067.090786,400.431358.319200.259997.147067.090786,BULK,3,9,0.0355,991.8599,0,0,0,3,544,,
3020,{65677},,400.431358.623573.083900,400.431358.623573.083900.698145,BULK,3,6,0.0836,989.0174,1.05,0,109.87,1.92,681,,
3070,"{38311,38312}",,400.431358.623573.718570.532035.199790,400.431358.623573.718570.532035.199790,BULK,3,12,0.0429,964.0226,0,0,195.31,3.86,648,,
2418,{8616},,400.431358.415251.557922,400.431358.415251.557922.747819,BULK,3,16,0.0618,961.9814,0,0,1.31,14.6,1055,,
1532,{73527},,400.431358,400.431358.979010,BULK,4,14,0.010716667,956.0127,56.93,0,49.92,1.88,522,,
3201,"{73551,73550,73549}",,400.431358.912160.567255,400.431358.912160.567255,BULK,3,14,0.0449,939.5418,0,0,1.94,4.28,561,,
3234,{47239},,400.431358.918528.696695,400.431358.918528.696695.251723,BULK,3,12,0.0286,928.4778,0,0,1.38,3.12,534,,
2570,{13520},{123429},400.431358.478149.452758,400.431358.478149.452758,BULK,2,7,0.0272,925.0146,0.1,0,0,3.7,494,,
3183,{30032},,400.431358.815756.430006,400.431358.815756.430006.370829,BULK,3,11,0.0667,923.2504,24.81,0,59.38,3.9,631,,
2016,"{10922,44}",,400.431358.319200,400.431358.319200.851953,BULK,3,12,0.0332,917.0824,0.88,0,2.61,9.5,752,,
2183,{13419},{195559},400.431358.415251.107412.051747.237638,400.431358.415251.107412.051747.237638,BULK,3,6,0.0674,914.3884,0,0,0.33,4.8,537,,
3036,"{48050,48052}",,400.431358.623573.252376,400.431358.623573.252376.211068,BULK,3,5,0.0576,910.941,1.54,0,23.45,2.4,535,,
1892,,{57925},400.431358.237852.347471,400.431358.237852.347471,BULK,3,11,0.0155,908.2235,0,0,0,1.6,557,,
2180,{63853},,400.431358.415251.107412.051747,400.431358.415251.107412.051747.846943,BULK,3,12,0.0141,907.7171,0.03,0,27.51,3.03,713,,
1690,{10387},,400.431358.079962.670842,400.431358.079962.670842.104639,BULK,3,17,0.0939,902.5827,0,0,0.31,6,827,,
2035,"{46,11500,46,11500}","{57836,57836,57834,57834}",400.431358.319200.259997.147067,400.431358.319200.259997.147067.090786,BULK,3,9,0.0482,893.2852,0,0,0,3.95,614,,
3132,,{3139},400.431358.732614.408992,400.431358.732614.408992,BULK,3,15,0.0202,892.4382,23.13,0,22.97,2.8,621,,
1565,"{4546,10385}",,400.431358.079962.274790.648833,400.431358.079962.274790.648833,BULK,4,72,0.1073,885.8806,0,0,0,6.7,849,,
1584,"{10985,11023}",,400.431358.079962.441999.137002.221328,400.431358.079962.441999.137002.221328.128568,BULK,3,13,0.0198,880.771,4.48,0,1.36,3.15,809,,
1602,{54816},,400.431358.079962.441999.336998.266305,400.431358.079962.441999.336998.266305.555158,BULK,4,20,0.1268,880.632,0,0,0,8.67,924,,
3026,{65683},,400.431358.623573.083900.336650,400.431358.623573.083900.336650.120489,BULK,3,25,0.0665,872.6029,0.57,0,0.29,4.32,604,,
3101,{41552},{3086},400.431358.669545,400.431358.669545.238872,BULK,3,9,0.0508,869.4541,29.26,0,13.51,1.42,436,,
3202,{73552},,400.431358.912160.567255,400.431358.912160.567255.160901,BULK,3,13,0.0182,866.822,0,0,0.73,3.93,566,,
2122,,"{58272,58291}",400.431358.338841.106484,400.431358.338841.106484.102764,BULK,2,5,0.0242,864.6192,0.07,0,2.15,3.65,527,,
1930,{11931},,400.431358.273988.280780,400.431358.273988.280780.615498,BULK,3,12,0.0714,863.3915,0.37,0,181.48,2,872,,
2452,{8289},,400.431358.415251.638112,400.431358.415251.638112.041924,BULK,4,27,0.02335,857.0461,0.08,0,155.59,1.1,671,,
2361,{8603},,400.431358.415251.382286.614093.202492,400.431358.415251.382286.614093.202492,BULK,3,12,0.066366667,852.4498,1.27,0,28.07,1.2,856,,
2658,{31186},,400.431358.549072.582667,400.431358.549072.582667.746685,BULK,4,23,0.007,848.8394,16.61,0,0,11.67,1445,,
2432,{13315},,400.431358.415251.557922.538008,400.431358.415251.557922.538008,BULK,3,9,0.0397,841.1509,3.79,0,10.73,6.7,906,,
3116,,{197655},400.431358.703254,400.431358.703254.048478,BULK,3,10,0.041,833.9286,3,0,4.33,1,437,,
2146,,{123503},400.431358.359172,400.431358.359172.527902,BULK,2,7,0.0422,833.3223,3.29,0,29.5,2.38,519,,
3184,{73647},,400.431358.815756.430006,400.431358.815756.430006.406511,BULK,3,10,0.0928,831.0444,24.81,0,59.38,2.78,643,,
2501,{11883},,400.431358.450642,400.431358.450642.146667,BULK,3,8,0.0724,830.3572,0.76,0,15.16,3.7,528,,
1786,{11935},,400.431358.218821.401462,400.431358.218821.401462.070663,BULK,3,12,0.0951,829.4068,0,0,19.85,5.5,661,,
1666,{11193},,400.431358.079962.441999.600348,400.431358.079962.441999.600348.638445,BULK,3,5,0.012033333,828.0869,192.58,0,55.59,2.2,655,,
2203,{13511},,400.431358.415251.107412.051747.493786.341355,400.431358.415251.107412.051747.493786.341355.433305,BULK,3,21,0.0597,816.6905,0,0,2.5,6.5,987,,
1726,{10263},,400.431358.158442,400.431358.158442.658522,BULK,3,9,0.0917,814.0663,0.19,0,4.23,5,854,,
3080,"{70948,70949}",,400.431358.623573.825054,400.431358.623573.825054,BULK,3,13,0.0312,798.5163,0.39,1.58,6.47,2.72,556,,
1635,{10138},,400.431358.079962.441999.443832.525820.301026,400.431358.079962.441999.443832.525820.301026.139865,BULK,3,14,0.094,794.899,0.6,0,62.96,5.5,902,,
1898,"{10197,8659}",,400.431358.237852.410773,400.431358.237852.410773.041474,BULK,3,28,0.0833,793.9792,0.3,0,0,5.35,654,,
3083,{70982},,400.431358.623573.882933,400.431358.623573.882933,BULK,2,7,0.0398,792.4335,0,0,13.73,4.76,586,,
1873,{13295},{58043},400.431358.237852.107314,400.431358.237852.107314,BULK,3,11,0.026433333,792.2954,0,0,1.59,5.9,564,,
3249,{73572},,400.431358.963818,400.431358.963818.307540,BULK,3,9,0.00932,788.7936,1.07,0,70.44,2.32,555,,
3190,{73542},,400.431358.815756.496779,400.431358.815756.496779.190928,BULK,3,6,0.012366667,786.4275,1.38,0,47.68,1.33,552,,
3061,"{70971,70970,70969}",,400.431358.623573.718570.297844,400.431358.623573.718570.297844.289192,BULK,2,2,0.020033333,786.3218,0,0,89.05,3.56,666,,
2119,{10203},{58246},400.431358.338841,400.431358.338841.502225,BULK,3,14,0.00275,778.1213,132.02,0,4.56,2.6,541,,
